year,agency,field,value
2008,SBA,exemption_6,90
2009,SBA,exemption_6,108
2010,SBA,exemption_6,92
2011,SBA,exemption_6,80
2012,SBA,exemption_6,37
2013,SBA,exemption_6,58
2014,SBA,exemption_6,79
2015,SBA,exemption_6,79
2016,SBA,exemption_6,60
2017,SBA,exemption_6,83
2018,SBA,exemption_6,93
2019,SBA,exemption_6,99
2020,SBA,exemption_6,511
2021,SBA,exemption_6,281
2022,SBA,exemption_6,151
2023,SBA,exemption_6,189
2024,SBA,exemption_6,231
2008,SEC,exemption_6,72
2009,SEC,exemption_6,111
2010,SEC,exemption_6,228
2011,SEC,exemption_6,205
2012,SEC,exemption_6,196
2013,SEC,exemption_6,261
2014,SEC,exemption_6,414
2015,SEC,exemption_6,521
2016,SEC,exemption_6,631
2017,SEC,exemption_6,598
2018,SEC,exemption_6,586
2019,SEC,exemption_6,313
2020,SEC,exemption_6,494
2021,SEC,exemption_6,568
2022,SEC,exemption_6,504
2023,SEC,exemption_6,758
2024,SEC,exemption_6,664
2010,SIGAR,exemption_6,0
2011,SIGAR,exemption_6,8
2012,SIGAR,exemption_6,2
2013,SIGAR,exemption_6,8
2014,SIGAR,exemption_6,16
2015,SIGAR,exemption_6,14
2016,SIGAR,exemption_6,7
2017,SIGAR,exemption_6,13
2018,SIGAR,exemption_6,12
2019,SIGAR,exemption_6,6
2020,SIGAR,exemption_6,7
2021,SIGAR,exemption_6,3
2022,SIGAR,exemption_6,4
2023,SIGAR,exemption_6,15
2024,SIGAR,exemption_6,3
2009,SIGIR,exemption_6,4
2010,SIGIR,exemption_6,5
2011,SIGIR,exemption_6,1
2012,SIGIR,exemption_6,0
2008,SSA,exemption_6,749
2009,SSA,exemption_6,1549
2010,SSA,exemption_6,1288
2011,SSA,exemption_6,1241
2012,SSA,exemption_6,987
2013,SSA,exemption_6,490
2014,SSA,exemption_6,850
2015,SSA,exemption_6,805
2016,SSA,exemption_6,2949
2017,SSA,exemption_6,1835
2018,SSA,exemption_6,2217
2019,SSA,exemption_6,3566
2020,SSA,exemption_6,1880
2021,SSA,exemption_6,3614
2022,SSA,exemption_6,3646
2023,SSA,exemption_6,1998
2024,SSA,exemption_6,4016
2016,SSAB,exemption_6,0
2017,SSAB,exemption_6,0
2018,SSAB,exemption_6,0
2019,SSAB,exemption_6,0
2020,SSAB,exemption_6,0
2021,SSAB,exemption_6,0
2022,SSAB,exemption_6,0
2023,SSAB,exemption_6,0
2024,SSAB,exemption_6,0
2008,SSS,exemption_6,0
2009,SSS,exemption_6,0
2010,SSS,exemption_6,0
2011,SSS,exemption_6,0
2012,SSS,exemption_6,0
2013,SSS,exemption_6,0
2014,SSS,exemption_6,0
2015,SSS,exemption_6,0
2016,SSS,exemption_6,0
2017,SSS,exemption_6,0
2018,SSS,exemption_6,0
2019,SSS,exemption_6,3
2020,SSS,exemption_6,3
2021,SSS,exemption_6,6
2022,SSS,exemption_6,3
2023,SSS,exemption_6,2
2024,SSS,exemption_6,27
2008,STB,exemption_6,2
2009,STB,exemption_6,0
2010,STB,exemption_6,0
2011,STB,exemption_6,1
2012,STB,exemption_6,3
2013,STB,exemption_6,3
2014,STB,exemption_6,4
2015,STB,exemption_6,11
2016,STB,exemption_6,1
2017,STB,exemption_6,2
2018,STB,exemption_6,0
2019,STB,exemption_6,1
2020,STB,exemption_6,3
2021,STB,exemption_6,1
2022,STB,exemption_6,3
2023,STB,exemption_6,1
2024,STB,exemption_6,3
2008,Treasury,exemption_6,853
2009,Treasury,exemption_6,1006
2010,Treasury,exemption_6,907
2011,Treasury,exemption_6,831
2012,Treasury,exemption_6,799
2013,Treasury,exemption_6,845
2014,Treasury,exemption_6,888
2015,Treasury,exemption_6,1011
2016,Treasury,exemption_6,1156
2017,Treasury,exemption_6,1604
2018,Treasury,exemption_6,900
2019,Treasury,exemption_6,858
2020,Treasury,exemption_6,859
2021,Treasury,exemption_6,799
2022,Treasury,exemption_6,896
2023,Treasury,exemption_6,1118
2024,Treasury,exemption_6,1156
2008,TVA,exemption_6,57
2009,TVA,exemption_6,48
2010,TVA,exemption_6,49
2011,TVA,exemption_6,62
2012,TVA,exemption_6,66
2013,TVA,exemption_6,45
2014,TVA,exemption_6,53
2015,TVA,exemption_6,64
2016,TVA,exemption_6,77
2017,TVA,exemption_6,66
2018,TVA,exemption_6,53
2019,TVA,exemption_6,44
2020,TVA,exemption_6,70
2021,TVA,exemption_6,50
2022,TVA,exemption_6,53
2023,TVA,exemption_6,50
2024,TVA,exemption_6,55
2015,USAB,exemption_6,1
2016,USAB,exemption_6,1
2017,USAB,exemption_6,0
2018,USAB,exemption_6,1
2019,USAB,exemption_6,12
2020,USAB,exemption_6,11
2021,USAB,exemption_6,2
2022,USAB,exemption_6,3
2023,USAB,exemption_6,4
2024,USAB,exemption_6,4
2010,USADF,exemption_6,0
2011,USADF,exemption_6,0
2012,USADF,exemption_6,0
2013,USADF,exemption_6,0
2014,USADF,exemption_6,9
2015,USADF,exemption_6,0
2016,USADF,exemption_6,0
2017,USADF,exemption_6,0
2018,USADF,exemption_6,0
2019,USADF,exemption_6,1
2020,USADF,exemption_6,0
2021,USADF,exemption_6,0
2022,USADF,exemption_6,0
2023,USADF,exemption_6,0
2024,USADF,exemption_6,0
2010,USAGM,exemption_6,10
2011,USAGM,exemption_6,14
2012,USAGM,exemption_6,14
2013,USAGM,exemption_6,9
2014,USAGM,exemption_6,16
2015,USAGM,exemption_6,23
2016,USAGM,exemption_6,17
2017,USAGM,exemption_6,24
2018,USAGM,exemption_6,16
2019,USAGM,exemption_6,23
2020,USAGM,exemption_6,9
2021,USAGM,exemption_6,18
2022,USAGM,exemption_6,46
2023,USAGM,exemption_6,37
2024,USAGM,exemption_6,58
2008,USAID,exemption_6,50
2009,USAID,exemption_6,41
2010,USAID,exemption_6,58
2011,USAID,exemption_6,85
2012,USAID,exemption_6,81
2013,USAID,exemption_6,64
2014,USAID,exemption_6,78
2015,USAID,exemption_6,82
2016,USAID,exemption_6,95
2017,USAID,exemption_6,103
2018,USAID,exemption_6,144
2019,USAID,exemption_6,147
2020,USAID,exemption_6,113
2021,USAID,exemption_6,114
2022,USAID,exemption_6,106
2023,USAID,exemption_6,99
2024,USAID,exemption_6,87
2010,USCCR,exemption_6,0
2011,USCCR,exemption_6,9
2012,USCCR,exemption_6,1
2013,USCCR,exemption_6,1
2014,USCCR,exemption_6,1
2015,USCCR,exemption_6,1
2016,USCCR,exemption_6,2
2017,USCCR,exemption_6,1
2018,USCCR,exemption_6,1
2019,USCCR,exemption_6,0
2020,USCCR,exemption_6,4
2021,USCCR,exemption_6,0
2022,USCCR,exemption_6,2
2023,USCCR,exemption_6,3
2024,USCCR,exemption_6,0
2010,USDA,exemption_6,1472
2011,USDA,exemption_6,1559
2012,USDA,exemption_6,1222
2013,USDA,exemption_6,1556
2014,USDA,exemption_6,1604
2015,USDA,exemption_6,1947
2016,USDA,exemption_6,1831
2017,USDA,exemption_6,2073
2018,USDA,exemption_6,3042
2019,USDA,exemption_6,2579
2020,USDA,exemption_6,2323
2021,USDA,exemption_6,2139
2022,USDA,exemption_6,2037
2023,USDA,exemption_6,2075
2024,USDA,exemption_6,2208
2008,USIBWC,exemption_6,0
2009,USIBWC,exemption_6,0
2010,USIBWC,exemption_6,3
2011,USIBWC,exemption_6,1
2012,USIBWC,exemption_6,1
2013,USIBWC,exemption_6,1
2014,USIBWC,exemption_6,2
2015,USIBWC,exemption_6,9
2016,USIBWC,exemption_6,4
2017,USIBWC,exemption_6,6
2018,USIBWC,exemption_6,6
2019,USIBWC,exemption_6,20
2020,USIBWC,exemption_6,6
2021,USIBWC,exemption_6,12
2022,USIBWC,exemption_6,6
2023,USIBWC,exemption_6,3
2024,USIBWC,exemption_6,8
2016,USICH,exemption_6,0
2017,USICH,exemption_6,0
2018,USICH,exemption_6,0
2019,USICH,exemption_6,0
2020,USICH,exemption_6,0
2021,USICH,exemption_6,0
2022,USICH,exemption_6,0
2023,USICH,exemption_6,0
2024,USICH,exemption_6,0
2016,USIP,exemption_6,0
2017,USIP,exemption_6,0
2018,USIP,exemption_6,0
2019,USIP,exemption_6,0
2020,USIP,exemption_6,0
2021,USIP,exemption_6,0
2022,USIP,exemption_6,0
2023,USIP,exemption_6,0
2024,USIP,exemption_6,3
2008,USITC,exemption_6,0
2009,USITC,exemption_6,6
2010,USITC,exemption_6,4
2011,USITC,exemption_6,4
2012,USITC,exemption_6,2
2013,USITC,exemption_6,0
2014,USITC,exemption_6,4
2015,USITC,exemption_6,4
2016,USITC,exemption_6,5
2017,USITC,exemption_6,2
2018,USITC,exemption_6,12
2019,USITC,exemption_6,11
2020,USITC,exemption_6,5
2021,USITC,exemption_6,7
2022,USITC,exemption_6,23
2023,USITC,exemption_6,11
2024,USITC,exemption_6,39
2010,USPS,exemption_6,407
2011,USPS,exemption_6,576
2012,USPS,exemption_6,508
2013,USPS,exemption_6,528
2014,USPS,exemption_6,592
2015,USPS,exemption_6,738
2016,USPS,exemption_6,809
2017,USPS,exemption_6,801
2018,USPS,exemption_6,897
2019,USPS,exemption_6,881
2020,USPS,exemption_6,966
2021,USPS,exemption_6,1198
2022,USPS,exemption_6,1120
2023,USPS,exemption_6,1068
2024,USPS,exemption_6,1191
2020,USRRB,exemption_6,30
2021,USRRB,exemption_6,11
2022,USRRB,exemption_6,10
2023,USRRB,exemption_6,10
2024,USRRB,exemption_6,5
2010,USTDA,exemption_6,2
2011,USTDA,exemption_6,4
2012,USTDA,exemption_6,1
2013,USTDA,exemption_6,0
2014,USTDA,exemption_6,1
2015,USTDA,exemption_6,0
2016,USTDA,exemption_6,1
2017,USTDA,exemption_6,12
2018,USTDA,exemption_6,8
2019,USTDA,exemption_6,3
2020,USTDA,exemption_6,1
2021,USTDA,exemption_6,3
2022,USTDA,exemption_6,3
2023,USTDA,exemption_6,1
2024,USTDA,exemption_6,14
2010,USTR,exemption_6,11
2011,USTR,exemption_6,5
2012,USTR,exemption_6,4
2013,USTR,exemption_6,11
2014,USTR,exemption_6,3
2015,USTR,exemption_6,13
2016,USTR,exemption_6,11
2017,USTR,exemption_6,43
2018,USTR,exemption_6,81
2019,USTR,exemption_6,74
2020,USTR,exemption_6,77
2021,USTR,exemption_6,56
2022,USTR,exemption_6,34
2023,USTR,exemption_6,25
2024,USTR,exemption_6,59
2008,VA,exemption_6,8936
2009,VA,exemption_6,7318
2010,VA,exemption_6,10351
2011,VA,exemption_6,9496
2012,VA,exemption_6,8999
2013,VA,exemption_6,10794
2014,VA,exemption_6,10776
2015,VA,exemption_6,11628
2016,VA,exemption_6,12179
2017,VA,exemption_6,13646
2018,VA,exemption_6,13692
2019,VA,exemption_6,13099
2020,VA,exemption_6,12318
2021,VA,exemption_6,13079
2022,VA,exemption_6,11200
2023,VA,exemption_6,54657
2024,VA,exemption_6,103081
2008,EPA,exemption_7a,123
2009,EPA,exemption_7a,108
2010,EPA,exemption_7a,123
2011,EPA,exemption_7a,170
2012,EPA,exemption_7a,126
2013,EPA,exemption_7a,97
2014,EPA,exemption_7a,66
2015,EPA,exemption_7a,49
2016,EPA,exemption_7a,78
2017,EPA,exemption_7a,72
2018,EPA,exemption_7a,112
2019,EPA,exemption_7a,63
2020,EPA,exemption_7a,84
2021,EPA,exemption_7a,95
2022,EPA,exemption_7a,79
2023,EPA,exemption_7a,95
2024,EPA,exemption_7a,106
2008,DOJ,exemption_7a,447
2009,DOJ,exemption_7a,539
2010,DOJ,exemption_7a,720
2011,DOJ,exemption_7a,742
2012,DOJ,exemption_7a,798
2013,DOJ,exemption_7a,696
2014,DOJ,exemption_7a,862
2015,DOJ,exemption_7a,1055
2016,DOJ,exemption_7a,1098
2017,DOJ,exemption_7a,1366
2018,DOJ,exemption_7a,1308
2019,DOJ,exemption_7a,1901
2020,DOJ,exemption_7a,1361
2021,DOJ,exemption_7a,1094
2022,DOJ,exemption_7a,1231
2023,DOJ,exemption_7a,2069
2024,DOJ,exemption_7a,1510
2010,ABMC,exemption_7a,0
2011,ABMC,exemption_7a,0
2012,ABMC,exemption_7a,0
2013,ABMC,exemption_7a,0
2014,ABMC,exemption_7a,0
2015,ABMC,exemption_7a,0
2016,ABMC,exemption_7a,0
2017,ABMC,exemption_7a,0
2018,ABMC,exemption_7a,0
2019,ABMC,exemption_7a,0
2020,ABMC,exemption_7a,0
2021,ABMC,exemption_7a,0
2022,ABMC,exemption_7a,0
2023,ABMC,exemption_7a,0
2024,ABMC,exemption_7a,0
2018,ACHP,exemption_7a,0
2019,ACHP,exemption_7a,0
2020,ACHP,exemption_7a,0
2021,ACHP,exemption_7a,0
2022,ACHP,exemption_7a,0
2023,ACHP,exemption_7a,0
2024,ACHP,exemption_7a,0
2010,ACUS,exemption_7a,0
2011,ACUS,exemption_7a,0
2012,ACUS,exemption_7a,0
2013,ACUS,exemption_7a,0
2014,ACUS,exemption_7a,0
2015,ACUS,exemption_7a,0
2016,ACUS,exemption_7a,0
2017,ACUS,exemption_7a,0
2018,ACUS,exemption_7a,0
2019,ACUS,exemption_7a,0
2020,ACUS,exemption_7a,0
2021,ACUS,exemption_7a,0
2022,ACUS,exemption_7a,0
2023,ACUS,exemption_7a,0
2024,ACUS,exemption_7a,0
2011,AFRH,exemption_7a,0
2012,AFRH,exemption_7a,0
2013,AFRH,exemption_7a,0
2014,AFRH,exemption_7a,0
2015,AFRH,exemption_7a,0
2016,AFRH,exemption_7a,0
2017,AFRH,exemption_7a,0
2018,AFRH,exemption_7a,0
2019,AFRH,exemption_7a,0
2020,AFRH,exemption_7a,0
2021,AFRH,exemption_7a,0
2022,AFRH,exemption_7a,0
2023,AFRH,exemption_7a,0
2024,AFRH,exemption_7a,0
2016,ASC,exemption_7a,0
2017,ASC,exemption_7a,0
2018,ASC,exemption_7a,0
2019,ASC,exemption_7a,0
2020,ASC,exemption_7a,0
2021,ASC,exemption_7a,0
2022,ASC,exemption_7a,0
2023,ASC,exemption_7a,0
2024,ASC,exemption_7a,0
2008,CEQ,exemption_7a,0
2009,CEQ,exemption_7a,0
2010,CEQ,exemption_7a,0
2011,CEQ,exemption_7a,0
2012,CEQ,exemption_7a,0
2013,CEQ,exemption_7a,0
2014,CEQ,exemption_7a,0
2015,CEQ,exemption_7a,0
2016,CEQ,exemption_7a,0
2017,CEQ,exemption_7a,0
2018,CEQ,exemption_7a,0
2019,CEQ,exemption_7a,0
2020,CEQ,exemption_7a,0
2021,CEQ,exemption_7a,0
2022,CEQ,exemption_7a,0
2023,CEQ,exemption_7a,0
2024,CEQ,exemption_7a,1
2016,CFA,exemption_7a,0
2017,CFA,exemption_7a,0
2018,CFA,exemption_7a,0
2019,CFA,exemption_7a,0
2020,CFA,exemption_7a,0
2021,CFA,exemption_7a,0
2022,CFA,exemption_7a,0
2023,CFA,exemption_7a,0
2024,CFA,exemption_7a,0
2013,CFPB,exemption_7a,12
2014,CFPB,exemption_7a,28
2015,CFPB,exemption_7a,19
2016,CFPB,exemption_7a,54
2017,CFPB,exemption_7a,27
2018,CFPB,exemption_7a,51
2019,CFPB,exemption_7a,34
2020,CFPB,exemption_7a,20
2021,CFPB,exemption_7a,18
2022,CFPB,exemption_7a,13
2023,CFPB,exemption_7a,19
2024,CFPB,exemption_7a,20
2008,CFTC,exemption_7a,7
2009,CFTC,exemption_7a,10
2010,CFTC,exemption_7a,6
2011,CFTC,exemption_7a,11
2012,CFTC,exemption_7a,13
2013,CFTC,exemption_7a,6
2014,CFTC,exemption_7a,7
2015,CFTC,exemption_7a,19
2016,CFTC,exemption_7a,14
2017,CFTC,exemption_7a,4
2018,CFTC,exemption_7a,10
2019,CFTC,exemption_7a,13
2020,CFTC,exemption_7a,18
2021,CFTC,exemption_7a,10
2022,CFTC,exemption_7a,19
2023,CFTC,exemption_7a,21
2024,CFTC,exemption_7a,16
2009,CIA,exemption_7a,1
2010,CIA,exemption_7a,0
2011,CIA,exemption_7a,2
2012,CIA,exemption_7a,32
2013,CIA,exemption_7a,2
2014,CIA,exemption_7a,2
2015,CIA,exemption_7a,5
2016,CIA,exemption_7a,0
2017,CIA,exemption_7a,0
2018,CIA,exemption_7a,1
2019,CIA,exemption_7a,4
2020,CIA,exemption_7a,2
2021,CIA,exemption_7a,1
2022,CIA,exemption_7a,0
2023,CIA,exemption_7a,0
2024,CIA,exemption_7a,0
2010,CIGIE,exemption_7a,0
2011,CIGIE,exemption_7a,0
2012,CIGIE,exemption_7a,0
2013,CIGIE,exemption_7a,0
2014,CIGIE,exemption_7a,2
2015,CIGIE,exemption_7a,0
2016,CIGIE,exemption_7a,0
2017,CIGIE,exemption_7a,0
2018,CIGIE,exemption_7a,0
2019,CIGIE,exemption_7a,0
2020,CIGIE,exemption_7a,0
2021,CIGIE,exemption_7a,2
2022,CIGIE,exemption_7a,1
2023,CIGIE,exemption_7a,3
2024,CIGIE,exemption_7a,0
2008,CNCS,exemption_7a,0
2009,CNCS,exemption_7a,0
2010,CNCS,exemption_7a,0
2011,CNCS,exemption_7a,2
2012,CNCS,exemption_7a,2
2013,CNCS,exemption_7a,0
2014,CNCS,exemption_7a,0
2015,CNCS,exemption_7a,0
2016,CNCS,exemption_7a,1
2017,CNCS,exemption_7a,0
2018,CNCS,exemption_7a,2
2019,CNCS,exemption_7a,1
2020,CNCS,exemption_7a,3
2021,CNCS,exemption_7a,5
2022,CNCS,exemption_7a,3
2023,CNCS,exemption_7a,1
2024,CNCS,exemption_7a,3
2008,CO,exemption_7a,0
2009,CO,exemption_7a,0
2010,CO,exemption_7a,0
2011,CO,exemption_7a,0
2012,CO,exemption_7a,0
2013,CO,exemption_7a,0
2014,CO,exemption_7a,0
2015,CO,exemption_7a,0
2016,CO,exemption_7a,0
2017,CO,exemption_7a,0
2018,CO,exemption_7a,0
2019,CO,exemption_7a,0
2020,CO,exemption_7a,0
2021,CO,exemption_7a,0
2022,CO,exemption_7a,0
2023,CO,exemption_7a,0
2024,CO,exemption_7a,0
2008,CPPBSD,exemption_7a,0
2009,CPPBSD,exemption_7a,0
2010,CPPBSD,exemption_7a,0
2011,CPPBSD,exemption_7a,0
2012,CPPBSD,exemption_7a,0
2013,CPPBSD,exemption_7a,0
2014,CPPBSD,exemption_7a,0
2015,CPPBSD,exemption_7a,0
2016,CPPBSD,exemption_7a,0
2017,CPPBSD,exemption_7a,0
2018,CPPBSD,exemption_7a,0
2019,CPPBSD,exemption_7a,0
2020,CPPBSD,exemption_7a,0
2021,CPPBSD,exemption_7a,0
2022,CPPBSD,exemption_7a,0
2023,CPPBSD,exemption_7a,0
2024,CPPBSD,exemption_7a,0
2008,CPSC,exemption_7a,139
2009,CPSC,exemption_7a,76
2010,CPSC,exemption_7a,52
2011,CPSC,exemption_7a,48
2012,CPSC,exemption_7a,33
2013,CPSC,exemption_7a,27
2014,CPSC,exemption_7a,25
2015,CPSC,exemption_7a,27
2016,CPSC,exemption_7a,22
2017,CPSC,exemption_7a,14
2018,CPSC,exemption_7a,19
2019,CPSC,exemption_7a,32
2020,CPSC,exemption_7a,29
2021,CPSC,exemption_7a,78
2022,CPSC,exemption_7a,85
2023,CPSC,exemption_7a,100
2024,CPSC,exemption_7a,61
2008,CSB,exemption_7a,10
2009,CSB,exemption_7a,15
2010,CSB,exemption_7a,7
2011,CSB,exemption_7a,6
2012,CSB,exemption_7a,7
2013,CSB,exemption_7a,18
2014,CSB,exemption_7a,4
2015,CSB,exemption_7a,10
2016,CSB,exemption_7a,3
2017,CSB,exemption_7a,12
2018,CSB,exemption_7a,15
2019,CSB,exemption_7a,7
2020,CSB,exemption_7a,17
2021,CSB,exemption_7a,22
2022,CSB,exemption_7a,9
2023,CSB,exemption_7a,0
2024,CSB,exemption_7a,3
2010,CSOSA,exemption_7a,0
2011,CSOSA,exemption_7a,0
2012,CSOSA,exemption_7a,0
2013,CSOSA,exemption_7a,0
2014,CSOSA,exemption_7a,0
2015,CSOSA,exemption_7a,0
2016,CSOSA,exemption_7a,2
2017,CSOSA,exemption_7a,1
2018,CSOSA,exemption_7a,2
2019,CSOSA,exemption_7a,1
2020,CSOSA,exemption_7a,1
2021,CSOSA,exemption_7a,0
2022,CSOSA,exemption_7a,0
2023,CSOSA,exemption_7a,0
2024,CSOSA,exemption_7a,0
2016,DC,exemption_7a,0
2017,DC,exemption_7a,0
2018,DC,exemption_7a,0
2019,DC,exemption_7a,0
2020,DC,exemption_7a,0
2021,DC,exemption_7a,0
2022,DC,exemption_7a,0
2023,DC,exemption_7a,0
2024,DC,exemption_7a,0
2020,DFC,exemption_7a,0
2021,DFC,exemption_7a,0
2022,DFC,exemption_7a,0
2023,DFC,exemption_7a,0
2024,DFC,exemption_7a,0
2008,DHS,exemption_7a,772
2009,DHS,exemption_7a,1469
2010,DHS,exemption_7a,616
2011,DHS,exemption_7a,241
2012,DHS,exemption_7a,328
2013,DHS,exemption_7a,282
2014,DHS,exemption_7a,341
2015,DHS,exemption_7a,759
2016,DHS,exemption_7a,324
2017,DHS,exemption_7a,278
2018,DHS,exemption_7a,267
2019,DHS,exemption_7a,604
2020,DHS,exemption_7a,313
2021,DHS,exemption_7a,269
2022,DHS,exemption_7a,327
2023,DHS,exemption_7a,287
2024,DHS,exemption_7a,397
2008,DNFSB,exemption_7a,0
2009,DNFSB,exemption_7a,0
2010,DNFSB,exemption_7a,0
2011,DNFSB,exemption_7a,0
2012,DNFSB,exemption_7a,0
2013,DNFSB,exemption_7a,0
2014,DNFSB,exemption_7a,1
2015,DNFSB,exemption_7a,0
2016,DNFSB,exemption_7a,0
2017,DNFSB,exemption_7a,0
2018,DNFSB,exemption_7a,0
2019,DNFSB,exemption_7a,0
2020,DNFSB,exemption_7a,0
2021,DNFSB,exemption_7a,0
2022,DNFSB,exemption_7a,0
2023,DNFSB,exemption_7a,0
2024,DNFSB,exemption_7a,0
2008,DOC,exemption_7a,14
2009,DOC,exemption_7a,11
2010,DOC,exemption_7a,16
2011,DOC,exemption_7a,18
2012,DOC,exemption_7a,22
2013,DOC,exemption_7a,25
2014,DOC,exemption_7a,20
2015,DOC,exemption_7a,23
2016,DOC,exemption_7a,20
2017,DOC,exemption_7a,18
2018,DOC,exemption_7a,10
2019,DOC,exemption_7a,9
2020,DOC,exemption_7a,18
2021,DOC,exemption_7a,20
2022,DOC,exemption_7a,16
2023,DOC,exemption_7a,22
2010,DOE,exemption_7a,4
2011,DOE,exemption_7a,14
2012,DOE,exemption_7a,9
2013,DOE,exemption_7a,8
2014,DOE,exemption_7a,5
2015,DOE,exemption_7a,15
2016,DOE,exemption_7a,9
2017,DOE,exemption_7a,8
2018,DOE,exemption_7a,4
2019,DOE,exemption_7a,4
2020,DOE,exemption_7a,3
2021,DOE,exemption_7a,8
2022,DOE,exemption_7a,3
2023,DOE,exemption_7a,4
2024,DOE,exemption_7a,5
2008,DOI,exemption_7a,84
2009,DOI,exemption_7a,65
2010,DOI,exemption_7a,79
2011,DOI,exemption_7a,105
2012,DOI,exemption_7a,131
2013,DOI,exemption_7a,150
2014,DOI,exemption_7a,126
2015,DOI,exemption_7a,134
2016,DOI,exemption_7a,155
2017,DOI,exemption_7a,162
2018,DOI,exemption_7a,155
2019,DOI,exemption_7a,153
2020,DOI,exemption_7a,137
2021,DOI,exemption_7a,128
2022,DOI,exemption_7a,110
2023,DOI,exemption_7a,143
2024,DOI,exemption_7a,143
2008,DOL,exemption_7a,1665
2009,DOL,exemption_7a,1479
2010,DOL,exemption_7a,1543
2011,DOL,exemption_7a,1449
2012,DOL,exemption_7a,1618
2013,DOL,exemption_7a,1802
2014,DOL,exemption_7a,1754
2015,DOL,exemption_7a,2149
2016,DOL,exemption_7a,2201
2017,DOL,exemption_7a,1955
2018,DOL,exemption_7a,1879
2019,DOL,exemption_7a,1805
2020,DOL,exemption_7a,1829
2021,DOL,exemption_7a,1842
2022,DOL,exemption_7a,1720
2023,DOL,exemption_7a,1598
2024,DOL,exemption_7a,1681
2008,DOS,exemption_7a,26
2009,DOS,exemption_7a,31
2010,DOS,exemption_7a,26
2011,DOS,exemption_7a,43
2012,DOS,exemption_7a,23
2013,DOS,exemption_7a,49
2014,DOS,exemption_7a,45
2015,DOS,exemption_7a,26
2016,DOS,exemption_7a,20
2017,DOS,exemption_7a,36
2018,DOS,exemption_7a,16
2019,DOS,exemption_7a,7
2020,DOS,exemption_7a,9
2021,DOS,exemption_7a,23
2022,DOS,exemption_7a,2
2023,DOS,exemption_7a,11
2024,DOS,exemption_7a,11
2008,DOT,exemption_7a,99
2009,DOT,exemption_7a,129
2010,DOT,exemption_7a,227
2011,DOT,exemption_7a,146
2012,DOT,exemption_7a,91
2013,DOT,exemption_7a,69
2014,DOT,exemption_7a,85
2015,DOT,exemption_7a,87
2016,DOT,exemption_7a,116
2017,DOT,exemption_7a,102
2018,DOT,exemption_7a,95
2019,DOT,exemption_7a,108
2020,DOT,exemption_7a,119
2021,DOT,exemption_7a,98
2022,DOT,exemption_7a,73
2023,DOT,exemption_7a,140
2024,DOT,exemption_7a,129
2016,EAC,exemption_7a,0
2017,EAC,exemption_7a,0
2018,EAC,exemption_7a,0
2019,EAC,exemption_7a,0
2020,EAC,exemption_7a,0
2021,EAC,exemption_7a,0
2022,EAC,exemption_7a,0
2023,EAC,exemption_7a,0
2024,EAC,exemption_7a,0
2008,ED,exemption_7a,133
2019,ED,exemption_7a,229
2020,ED,exemption_7a,193
2021,ED,exemption_7a,164
2022,ED,exemption_7a,159
2023,ED,exemption_7a,555
2024,ED,exemption_7a,765
2010,EEOC,exemption_7a,1163
2011,EEOC,exemption_7a,1884
2012,EEOC,exemption_7a,1659
2013,EEOC,exemption_7a,1520
2014,EEOC,exemption_7a,1515
2015,EEOC,exemption_7a,1553
2016,EEOC,exemption_7a,1984
2017,EEOC,exemption_7a,1999
2018,EEOC,exemption_7a,1693
2019,EEOC,exemption_7a,2402
2020,EEOC,exemption_7a,1713
2021,EEOC,exemption_7a,1319
2022,EEOC,exemption_7a,1335
2023,EEOC,exemption_7a,2029
2024,EEOC,exemption_7a,3289
2023,EXIM,exemption_7a,2
2024,EXIM,exemption_7a,4
2008,EXIM Bank,exemption_7a,0
2009,EXIM Bank,exemption_7a,0
2010,EXIM Bank,exemption_7a,2
2011,EXIM Bank,exemption_7a,0
2012,EXIM Bank,exemption_7a,1
2013,EXIM Bank,exemption_7a,1
2014,EXIM Bank,exemption_7a,3
2015,EXIM Bank,exemption_7a,1
2016,EXIM Bank,exemption_7a,1
2017,EXIM Bank,exemption_7a,6
2018,EXIM Bank,exemption_7a,1
2019,EXIM Bank,exemption_7a,6
2020,EXIM Bank,exemption_7a,0
2021,EXIM Bank,exemption_7a,0
2022,EXIM Bank,exemption_7a,4
2008,FCA,exemption_7a,0
2009,FCA,exemption_7a,0
2010,FCA,exemption_7a,0
2011,FCA,exemption_7a,0
2012,FCA,exemption_7a,0
2013,FCA,exemption_7a,0
2014,FCA,exemption_7a,0
2015,FCA,exemption_7a,0
2016,FCA,exemption_7a,0
2017,FCA,exemption_7a,1
2018,FCA,exemption_7a,0
2019,FCA,exemption_7a,0
2020,FCA,exemption_7a,0
2021,FCA,exemption_7a,0
2022,FCA,exemption_7a,0
2023,FCA,exemption_7a,0
2024,FCA,exemption_7a,0
2008,FCC,exemption_7a,11
2009,FCC,exemption_7a,5
2010,FCC,exemption_7a,13
2011,FCC,exemption_7a,11
2012,FCC,exemption_7a,11
2013,FCC,exemption_7a,20
2014,FCC,exemption_7a,22
2015,FCC,exemption_7a,15
2016,FCC,exemption_7a,14
2017,FCC,exemption_7a,20
2018,FCC,exemption_7a,18
2019,FCC,exemption_7a,14
2020,FCC,exemption_7a,17
2021,FCC,exemption_7a,14
2022,FCC,exemption_7a,11
2023,FCC,exemption_7a,14
2024,FCC,exemption_7a,2
