year,agency,field,value
2017,DOJ,exemption_1,660
2018,DOJ,exemption_1,595
2019,DOJ,exemption_1,768
2020,DOJ,exemption_1,441
2021,DOJ,exemption_1,469
2022,DOJ,exemption_1,420
2023,DOJ,exemption_1,441
2024,DOJ,exemption_1,423
2010,ABMC,exemption_1,0
2011,ABMC,exemption_1,0
2012,ABMC,exemption_1,0
2013,ABMC,exemption_1,0
2014,ABMC,exemption_1,0
2015,ABMC,exemption_1,0
2016,ABMC,exemption_1,0
2017,ABMC,exemption_1,0
2018,ABMC,exemption_1,0
2019,ABMC,exemption_1,0
2020,ABMC,exemption_1,0
2021,ABMC,exemption_1,0
2022,ABMC,exemption_1,0
2023,ABMC,exemption_1,0
2024,ABMC,exemption_1,0
2018,ACHP,exemption_1,0
2019,ACHP,exemption_1,0
2020,ACHP,exemption_1,0
2021,ACHP,exemption_1,0
2022,ACHP,exemption_1,0
2023,ACHP,exemption_1,0
2024,ACHP,exemption_1,0
2010,ACUS,exemption_1,0
2011,ACUS,exemption_1,0
2012,ACUS,exemption_1,0
2013,ACUS,exemption_1,0
2014,ACUS,exemption_1,0
2015,ACUS,exemption_1,0
2016,ACUS,exemption_1,0
2017,ACUS,exemption_1,0
2018,ACUS,exemption_1,0
2019,ACUS,exemption_1,0
2020,ACUS,exemption_1,0
2021,ACUS,exemption_1,0
2022,ACUS,exemption_1,0
2023,ACUS,exemption_1,0
2024,ACUS,exemption_1,0
2011,AFRH,exemption_1,0
2012,AFRH,exemption_1,0
2013,AFRH,exemption_1,0
2014,AFRH,exemption_1,0
2015,AFRH,exemption_1,0
2016,AFRH,exemption_1,0
2017,AFRH,exemption_1,0
2018,AFRH,exemption_1,0
2019,AFRH,exemption_1,0
2020,AFRH,exemption_1,0
2021,AFRH,exemption_1,0
2022,AFRH,exemption_1,0
2023,AFRH,exemption_1,0
2024,AFRH,exemption_1,0
2016,ASC,exemption_1,0
2017,ASC,exemption_1,0
2018,ASC,exemption_1,0
2019,ASC,exemption_1,0
2020,ASC,exemption_1,0
2021,ASC,exemption_1,0
2022,ASC,exemption_1,0
2023,ASC,exemption_1,0
2024,ASC,exemption_1,0
2008,CEQ,exemption_1,0
2009,CEQ,exemption_1,0
2010,CEQ,exemption_1,0
2011,CEQ,exemption_1,0
2012,CEQ,exemption_1,0
2013,CEQ,exemption_1,0
2014,CEQ,exemption_1,0
2015,CEQ,exemption_1,0
2016,CEQ,exemption_1,0
2017,CEQ,exemption_1,0
2018,CEQ,exemption_1,0
2019,CEQ,exemption_1,0
2020,CEQ,exemption_1,0
2021,CEQ,exemption_1,0
2022,CEQ,exemption_1,0
2023,CEQ,exemption_1,0
2024,CEQ,exemption_1,0
2016,CFA,exemption_1,0
2017,CFA,exemption_1,0
2018,CFA,exemption_1,0
2019,CFA,exemption_1,0
2020,CFA,exemption_1,0
2021,CFA,exemption_1,0
2022,CFA,exemption_1,0
2023,CFA,exemption_1,0
2024,CFA,exemption_1,0
2013,CFPB,exemption_1,0
2014,CFPB,exemption_1,0
2015,CFPB,exemption_1,0
2016,CFPB,exemption_1,0
2017,CFPB,exemption_1,0
2018,CFPB,exemption_1,0
2019,CFPB,exemption_1,0
2020,CFPB,exemption_1,0
2021,CFPB,exemption_1,0
2022,CFPB,exemption_1,0
2023,CFPB,exemption_1,0
2024,CFPB,exemption_1,0
2008,CFTC,exemption_1,0
2009,CFTC,exemption_1,0
2010,CFTC,exemption_1,0
2011,CFTC,exemption_1,0
2012,CFTC,exemption_1,0
2013,CFTC,exemption_1,0
2014,CFTC,exemption_1,0
2015,CFTC,exemption_1,0
2016,CFTC,exemption_1,0
2017,CFTC,exemption_1,0
2018,CFTC,exemption_1,0
2019,CFTC,exemption_1,0
2020,CFTC,exemption_1,0
2021,CFTC,exemption_1,0
2022,CFTC,exemption_1,0
2023,CFTC,exemption_1,0
2024,CFTC,exemption_1,0
2009,CIA,exemption_1,1199
2010,CIA,exemption_1,1105
2011,CIA,exemption_1,1546
2012,CIA,exemption_1,2112
2013,CIA,exemption_1,2702
2014,CIA,exemption_1,1974
2015,CIA,exemption_1,1623
2016,CIA,exemption_1,1142
2017,CIA,exemption_1,1045
2018,CIA,exemption_1,1179
2019,CIA,exemption_1,959
2020,CIA,exemption_1,1224
2021,CIA,exemption_1,1575
2022,CIA,exemption_1,901
2023,CIA,exemption_1,661
2024,CIA,exemption_1,830
2010,CIGIE,exemption_1,0
2011,CIGIE,exemption_1,0
2012,CIGIE,exemption_1,0
2013,CIGIE,exemption_1,0
2014,CIGIE,exemption_1,0
2015,CIGIE,exemption_1,0
2016,CIGIE,exemption_1,0
2017,CIGIE,exemption_1,0
2018,CIGIE,exemption_1,0
2019,CIGIE,exemption_1,0
2020,CIGIE,exemption_1,0
2021,CIGIE,exemption_1,0
2022,CIGIE,exemption_1,0
2023,CIGIE,exemption_1,0
2024,CIGIE,exemption_1,0
2008,CNCS,exemption_1,0
2009,CNCS,exemption_1,0
2010,CNCS,exemption_1,0
2011,CNCS,exemption_1,0
2012,CNCS,exemption_1,0
2013,CNCS,exemption_1,0
2014,CNCS,exemption_1,0
2015,CNCS,exemption_1,0
2016,CNCS,exemption_1,0
2017,CNCS,exemption_1,0
2018,CNCS,exemption_1,0
2019,CNCS,exemption_1,0
2020,CNCS,exemption_1,0
2021,CNCS,exemption_1,0
2022,CNCS,exemption_1,0
2023,CNCS,exemption_1,0
2024,CNCS,exemption_1,0
2008,CO,exemption_1,0
2009,CO,exemption_1,0
2010,CO,exemption_1,0
2011,CO,exemption_1,0
2012,CO,exemption_1,0
2013,CO,exemption_1,0
2014,CO,exemption_1,0
2015,CO,exemption_1,0
2016,CO,exemption_1,0
2017,CO,exemption_1,0
2018,CO,exemption_1,0
2019,CO,exemption_1,0
2020,CO,exemption_1,0
2021,CO,exemption_1,0
2022,CO,exemption_1,0
2023,CO,exemption_1,0
2024,CO,exemption_1,0
2008,CPPBSD,exemption_1,0
2009,CPPBSD,exemption_1,0
2010,CPPBSD,exemption_1,0
2011,CPPBSD,exemption_1,0
2012,CPPBSD,exemption_1,0
2013,CPPBSD,exemption_1,0
2014,CPPBSD,exemption_1,0
2015,CPPBSD,exemption_1,0
2016,CPPBSD,exemption_1,0
2017,CPPBSD,exemption_1,0
2018,CPPBSD,exemption_1,0
2019,CPPBSD,exemption_1,0
2020,CPPBSD,exemption_1,0
2021,CPPBSD,exemption_1,0
2022,CPPBSD,exemption_1,0
2023,CPPBSD,exemption_1,0
2024,CPPBSD,exemption_1,0
2008,CPSC,exemption_1,0
2009,CPSC,exemption_1,0
2010,CPSC,exemption_1,0
2011,CPSC,exemption_1,0
2012,CPSC,exemption_1,0
2013,CPSC,exemption_1,0
2014,CPSC,exemption_1,0
2015,CPSC,exemption_1,0
2016,CPSC,exemption_1,0
2017,CPSC,exemption_1,0
2018,CPSC,exemption_1,0
2019,CPSC,exemption_1,3
2020,CPSC,exemption_1,0
2021,CPSC,exemption_1,0
2022,CPSC,exemption_1,0
2023,CPSC,exemption_1,0
2024,CPSC,exemption_1,0
2008,CSB,exemption_1,0
2009,CSB,exemption_1,0
2010,CSB,exemption_1,0
2011,CSB,exemption_1,0
2012,CSB,exemption_1,0
2013,CSB,exemption_1,0
2014,CSB,exemption_1,0
2015,CSB,exemption_1,0
2016,CSB,exemption_1,0
2017,CSB,exemption_1,0
2018,CSB,exemption_1,0
2019,CSB,exemption_1,0
2020,CSB,exemption_1,0
2021,CSB,exemption_1,0
2022,CSB,exemption_1,0
2023,CSB,exemption_1,0
2024,CSB,exemption_1,0
2010,CSOSA,exemption_1,0
2011,CSOSA,exemption_1,0
2012,CSOSA,exemption_1,0
2013,CSOSA,exemption_1,0
2014,CSOSA,exemption_1,0
2015,CSOSA,exemption_1,0
2016,CSOSA,exemption_1,0
2017,CSOSA,exemption_1,0
2018,CSOSA,exemption_1,0
2019,CSOSA,exemption_1,0
2020,CSOSA,exemption_1,0
2021,CSOSA,exemption_1,0
2022,CSOSA,exemption_1,0
2023,CSOSA,exemption_1,0
2024,CSOSA,exemption_1,0
2016,DC,exemption_1,0
2017,DC,exemption_1,0
2018,DC,exemption_1,0
2019,DC,exemption_1,0
2020,DC,exemption_1,0
2021,DC,exemption_1,0
2022,DC,exemption_1,0
2023,DC,exemption_1,0
2024,DC,exemption_1,0
2020,DFC,exemption_1,0
2021,DFC,exemption_1,0
2022,DFC,exemption_1,0
2023,DFC,exemption_1,0
2024,DFC,exemption_1,0
2008,DHS,exemption_1,138
2009,DHS,exemption_1,15
2010,DHS,exemption_1,92
2011,DHS,exemption_1,19
2012,DHS,exemption_1,20
2013,DHS,exemption_1,15
2014,DHS,exemption_1,59
2015,DHS,exemption_1,45
2016,DHS,exemption_1,33
2017,DHS,exemption_1,27
2018,DHS,exemption_1,92
2019,DHS,exemption_1,18
2020,DHS,exemption_1,13
2021,DHS,exemption_1,12
2022,DHS,exemption_1,6
2023,DHS,exemption_1,5
2024,DHS,exemption_1,11
2008,DNFSB,exemption_1,0
2009,DNFSB,exemption_1,0
2010,DNFSB,exemption_1,0
2011,DNFSB,exemption_1,0
2012,DNFSB,exemption_1,0
2013,DNFSB,exemption_1,0
2014,DNFSB,exemption_1,0
2015,DNFSB,exemption_1,0
2016,DNFSB,exemption_1,0
2017,DNFSB,exemption_1,0
2018,DNFSB,exemption_1,0
2019,DNFSB,exemption_1,0
2020,DNFSB,exemption_1,0
2021,DNFSB,exemption_1,0
2022,DNFSB,exemption_1,0
2023,DNFSB,exemption_1,0
2024,DNFSB,exemption_1,0
2008,DOC,exemption_1,3
2009,DOC,exemption_1,6
2010,DOC,exemption_1,3
2011,DOC,exemption_1,0
2012,DOC,exemption_1,10
2013,DOC,exemption_1,1
2014,DOC,exemption_1,0
2015,DOC,exemption_1,4
2016,DOC,exemption_1,3
2017,DOC,exemption_1,3
2018,DOC,exemption_1,1
2019,DOC,exemption_1,2
2020,DOC,exemption_1,0
2021,DOC,exemption_1,0
2022,DOC,exemption_1,3
2023,DOC,exemption_1,3
2010,DOE,exemption_1,14
2011,DOE,exemption_1,7
2012,DOE,exemption_1,7
2013,DOE,exemption_1,14
2014,DOE,exemption_1,6
2015,DOE,exemption_1,16
2016,DOE,exemption_1,13
2017,DOE,exemption_1,5
2018,DOE,exemption_1,3
2019,DOE,exemption_1,4
2020,DOE,exemption_1,2
2021,DOE,exemption_1,4
2022,DOE,exemption_1,2
2023,DOE,exemption_1,0
2024,DOE,exemption_1,2
2008,DOI,exemption_1,1
2009,DOI,exemption_1,3
2010,DOI,exemption_1,7
2011,DOI,exemption_1,2
2012,DOI,exemption_1,0
2013,DOI,exemption_1,1
2014,DOI,exemption_1,1
2015,DOI,exemption_1,0
2016,DOI,exemption_1,0
2017,DOI,exemption_1,0
2018,DOI,exemption_1,0
2019,DOI,exemption_1,1
2020,DOI,exemption_1,0
2021,DOI,exemption_1,0
2022,DOI,exemption_1,0
2023,DOI,exemption_1,1
2024,DOI,exemption_1,0
2008,DOL,exemption_1,0
2009,DOL,exemption_1,1
2010,DOL,exemption_1,0
2011,DOL,exemption_1,0
2012,DOL,exemption_1,2
2013,DOL,exemption_1,0
2014,DOL,exemption_1,0
2015,DOL,exemption_1,0
2016,DOL,exemption_1,0
2017,DOL,exemption_1,0
2018,DOL,exemption_1,0
2019,DOL,exemption_1,0
2020,DOL,exemption_1,0
2021,DOL,exemption_1,0
2022,DOL,exemption_1,0
2023,DOL,exemption_1,0
2024,DOL,exemption_1,6
2008,DOS,exemption_1,537
2009,DOS,exemption_1,536
2010,DOS,exemption_1,408
2011,DOS,exemption_1,531
2012,DOS,exemption_1,203
2013,DOS,exemption_1,452
2014,DOS,exemption_1,389
2015,DOS,exemption_1,272
2016,DOS,exemption_1,244
2017,DOS,exemption_1,330
2018,DOS,exemption_1,124
2019,DOS,exemption_1,36
2020,DOS,exemption_1,10
2021,DOS,exemption_1,27
2022,DOS,exemption_1,11
2023,DOS,exemption_1,20
2024,DOS,exemption_1,50
2008,DOT,exemption_1,2
2009,DOT,exemption_1,5
2010,DOT,exemption_1,3
2011,DOT,exemption_1,7
2012,DOT,exemption_1,3
2013,DOT,exemption_1,6
2014,DOT,exemption_1,0
2015,DOT,exemption_1,0
2016,DOT,exemption_1,3
2017,DOT,exemption_1,2
2018,DOT,exemption_1,0
2019,DOT,exemption_1,0
2020,DOT,exemption_1,0
2021,DOT,exemption_1,0
2022,DOT,exemption_1,1
2023,DOT,exemption_1,2
2024,DOT,exemption_1,2
2016,EAC,exemption_1,0
2017,EAC,exemption_1,0
2018,EAC,exemption_1,0
2019,EAC,exemption_1,0
2020,EAC,exemption_1,0
2021,EAC,exemption_1,0
2022,EAC,exemption_1,0
2023,EAC,exemption_1,0
2024,EAC,exemption_1,0
2008,ED,exemption_1,0
2019,ED,exemption_1,1
2020,ED,exemption_1,0
2021,ED,exemption_1,3
2022,ED,exemption_1,0
2023,ED,exemption_1,0
2024,ED,exemption_1,0
2010,EEOC,exemption_1,0
2011,EEOC,exemption_1,0
2012,EEOC,exemption_1,0
2013,EEOC,exemption_1,0
2014,EEOC,exemption_1,0
2015,EEOC,exemption_1,0
2016,EEOC,exemption_1,0
2017,EEOC,exemption_1,0
2018,EEOC,exemption_1,0
2019,EEOC,exemption_1,0
2020,EEOC,exemption_1,0
2021,EEOC,exemption_1,0
2022,EEOC,exemption_1,0
2023,EEOC,exemption_1,0
2024,EEOC,exemption_1,0
2023,EXIM,exemption_1,0
2024,EXIM,exemption_1,0
2008,EXIM Bank,exemption_1,1
2009,EXIM Bank,exemption_1,0
2010,EXIM Bank,exemption_1,0
2011,EXIM Bank,exemption_1,0
2012,EXIM Bank,exemption_1,0
2013,EXIM Bank,exemption_1,0
2014,EXIM Bank,exemption_1,0
2015,EXIM Bank,exemption_1,0
2016,EXIM Bank,exemption_1,0
2017,EXIM Bank,exemption_1,0
2018,EXIM Bank,exemption_1,0
2019,EXIM Bank,exemption_1,0
2020,EXIM Bank,exemption_1,0
2021,EXIM Bank,exemption_1,0
2022,EXIM Bank,exemption_1,1
2008,FCA,exemption_1,0
2009,FCA,exemption_1,0
2010,FCA,exemption_1,0
2011,FCA,exemption_1,0
2012,FCA,exemption_1,0
2013,FCA,exemption_1,0
2014,FCA,exemption_1,0
2015,FCA,exemption_1,0
2016,FCA,exemption_1,0
2017,FCA,exemption_1,0
2018,FCA,exemption_1,0
2019,FCA,exemption_1,0
2020,FCA,exemption_1,0
2021,FCA,exemption_1,0
2022,FCA,exemption_1,0
2023,FCA,exemption_1,0
2024,FCA,exemption_1,0
2008,FCC,exemption_1,0
2009,FCC,exemption_1,0
2010,FCC,exemption_1,0
2011,FCC,exemption_1,0
2012,FCC,exemption_1,2
2013,FCC,exemption_1,2
2014,FCC,exemption_1,1
2015,FCC,exemption_1,4
2016,FCC,exemption_1,0
2017,FCC,exemption_1,14
2018,FCC,exemption_1,9
2019,FCC,exemption_1,0
2020,FCC,exemption_1,0
2021,FCC,exemption_1,0
2022,FCC,exemption_1,0
2023,FCC,exemption_1,0
2024,FCC,exemption_1,0
2008,FCSIC,exemption_1,0
2009,FCSIC,exemption_1,0
2010,FCSIC,exemption_1,0
2011,FCSIC,exemption_1,0
2012,FCSIC,exemption_1,0
2013,FCSIC,exemption_1,0
2014,FCSIC,exemption_1,0
2015,FCSIC,exemption_1,0
2016,FCSIC,exemption_1,0
2017,FCSIC,exemption_1,0
2018,FCSIC,exemption_1,0
2019,FCSIC,exemption_1,0
2020,FCSIC,exemption_1,0
2021,FCSIC,exemption_1,0
2022,FCSIC,exemption_1,0
2023,FCSIC,exemption_1,0
2024,FCSIC,exemption_1,0
2008,FDIC,exemption_1,0
2009,FDIC,exemption_1,0
2010,FDIC,exemption_1,0
2011,FDIC,exemption_1,0
2012,FDIC,exemption_1,3
2013,FDIC,exemption_1,0
2014,FDIC,exemption_1,0
2015,FDIC,exemption_1,0
2016,FDIC,exemption_1,0
2017,FDIC,exemption_1,0
2018,FDIC,exemption_1,0
2019,FDIC,exemption_1,0
2020,FDIC,exemption_1,0
2021,FDIC,exemption_1,0
2022,FDIC,exemption_1,0
2023,FDIC,exemption_1,0
2024,FDIC,exemption_1,0
2008,FEC,exemption_1,0
2009,FEC,exemption_1,0
2010,FEC,exemption_1,0
2011,FEC,exemption_1,0
2012,FEC,exemption_1,0
2013,FEC,exemption_1,0
2014,FEC,exemption_1,0
2015,FEC,exemption_1,0
2016,FEC,exemption_1,0
2017,FEC,exemption_1,0
2018,FEC,exemption_1,0
2019,FEC,exemption_1,0
2020,FEC,exemption_1,0
2021,FEC,exemption_1,0
2022,FEC,exemption_1,0
2023,FEC,exemption_1,0
2024,FEC,exemption_1,0
2008,FERC,exemption_1,0
2009,FERC,exemption_1,0
2010,FERC,exemption_1,0
2011,FERC,exemption_1,0
2012,FERC,exemption_1,0
2013,FERC,exemption_1,0
2014,FERC,exemption_1,0
2015,FERC,exemption_1,0
2016,FERC,exemption_1,0
2017,FERC,exemption_1,0
2018,FERC,exemption_1,0
2019,FERC,exemption_1,0
2020,FERC,exemption_1,0
2021,FERC,exemption_1,0
2022,FERC,exemption_1,0
2023,FERC,exemption_1,0
2024,FERC,exemption_1,0
2008,FFIEC,exemption_1,0
2009,FFIEC,exemption_1,0
2010,FFIEC,exemption_1,0
2011,FFIEC,exemption_1,0
2012,FFIEC,exemption_1,0
2013,FFIEC,exemption_1,0
2014,FFIEC,exemption_1,0
2015,FFIEC,exemption_1,0
2016,FFIEC,exemption_1,0
2017,FFIEC,exemption_1,0
2018,FFIEC,exemption_1,0
2019,FFIEC,exemption_1,0
2020,FFIEC,exemption_1,0
2021,FFIEC,exemption_1,0
2022,FFIEC,exemption_1,0
2023,FFIEC,exemption_1,0
2024,FFIEC,exemption_1,0
2008,FHFA,exemption_1,0
2009,FHFA,exemption_1,0
2010,FHFA,exemption_1,0
2011,FHFA,exemption_1,0
2012,FHFA,exemption_1,0
2013,FHFA,exemption_1,0
2014,FHFA,exemption_1,0
2015,FHFA,exemption_1,0
2016,FHFA,exemption_1,0
2017,FHFA,exemption_1,0
2018,FHFA,exemption_1,0
2019,FHFA,exemption_1,0
2020,FHFA,exemption_1,0
2021,FHFA,exemption_1,0
2022,FHFA,exemption_1,0
2023,FHFA,exemption_1,0
2024,FHFA,exemption_1,0
2008,FLRA,exemption_1,0
2009,FLRA,exemption_1,0
2010,FLRA,exemption_1,0
2011,FLRA,exemption_1,0
2012,FLRA,exemption_1,0
2013,FLRA,exemption_1,0
2014,FLRA,exemption_1,0
2015,FLRA,exemption_1,0
2016,FLRA,exemption_1,0
2017,FLRA,exemption_1,0
2018,FLRA,exemption_1,0
2019,FLRA,exemption_1,0
2020,FLRA,exemption_1,0
2021,FLRA,exemption_1,0
2022,FLRA,exemption_1,0
2023,FLRA,exemption_1,0
2024,FLRA,exemption_1,0
2008,FMC,exemption_1,0
2009,FMC,exemption_1,0
2010,FMC,exemption_1,0
2011,FMC,exemption_1,0
2012,FMC,exemption_1,0
2013,FMC,exemption_1,0
2014,FMC,exemption_1,0
2015,FMC,exemption_1,0
2016,FMC,exemption_1,0
2017,FMC,exemption_1,0
2018,FMC,exemption_1,0
2019,FMC,exemption_1,0
2020,FMC,exemption_1,0
2021,FMC,exemption_1,0
2022,FMC,exemption_1,0
2023,FMC,exemption_1,0
2024,FMC,exemption_1,0
2008,FMCS,exemption_1,0
2009,FMCS,exemption_1,0
2010,FMCS,exemption_1,0
2011,FMCS,exemption_1,0
2012,FMCS,exemption_1,0
2013,FMCS,exemption_1,0
2014,FMCS,exemption_1,0
2015,FMCS,exemption_1,0
2016,FMCS,exemption_1,0
2017,FMCS,exemption_1,0
2018,FMCS,exemption_1,0
2019,FMCS,exemption_1,0
2020,FMCS,exemption_1,0
2021,FMCS,exemption_1,0
2022,FMCS,exemption_1,0
2023,FMCS,exemption_1,0
2024,FMCS,exemption_1,0
2008,FMSHRC,exemption_1,0
2009,FMSHRC,exemption_1,0
2010,FMSHRC,exemption_1,0
2011,FMSHRC,exemption_1,0
2012,FMSHRC,exemption_1,0
2013,FMSHRC,exemption_1,0
2014,FMSHRC,exemption_1,0
2015,FMSHRC,exemption_1,0
2016,FMSHRC,exemption_1,0
2017,FMSHRC,exemption_1,0
2018,FMSHRC,exemption_1,0
2019,FMSHRC,exemption_1,0
2020,FMSHRC,exemption_1,0
2021,FMSHRC,exemption_1,0
2022,FMSHRC,exemption_1,0
2023,FMSHRC,exemption_1,0
2024,FMSHRC,exemption_1,0
2008,FOMC,exemption_1,0
2009,FOMC,exemption_1,0
2010,FOMC,exemption_1,0
2011,FOMC,exemption_1,0
2012,FOMC,exemption_1,0
2013,FOMC,exemption_1,0
2014,FOMC,exemption_1,0
2015,FOMC,exemption_1,0
2016,FOMC,exemption_1,0
2017,FOMC,exemption_1,0
2018,FOMC,exemption_1,0
2019,FOMC,exemption_1,0
2020,FOMC,exemption_1,0
2021,FOMC,exemption_1,0
2022,FOMC,exemption_1,0
2023,FOMC,exemption_1,0
2024,FOMC,exemption_1,0
2022,FPISC,exemption_1,0
2023,FPISC,exemption_1,0
2024,FPISC,exemption_1,0
2008,FRB,exemption_1,0
2009,FRB,exemption_1,0
2010,FRB,exemption_1,0
2011,FRB,exemption_1,0
2012,FRB,exemption_1,0
2013,FRB,exemption_1,0
2014,FRB,exemption_1,0
2015,FRB,exemption_1,0
2016,FRB,exemption_1,1
2017,FRB,exemption_1,0
2018,FRB,exemption_1,0
2019,FRB,exemption_1,0
2020,FRB,exemption_1,0
2021,FRB,exemption_1,0
2022,FRB,exemption_1,0
2023,FRB,exemption_1,0
2024,FRB,exemption_1,0
2010,FRTIB,exemption_1,0
2011,FRTIB,exemption_1,1
2012,FRTIB,exemption_1,0
2013,FRTIB,exemption_1,0
2014,FRTIB,exemption_1,0
2015,FRTIB,exemption_1,0
2016,FRTIB,exemption_1,0
2017,FRTIB,exemption_1,0
2018,FRTIB,exemption_1,0
2019,FRTIB,exemption_1,0
2020,FRTIB,exemption_1,0
2021,FRTIB,exemption_1,0
2022,FRTIB,exemption_1,0
2023,FRTIB,exemption_1,0
2024,FRTIB,exemption_1,0
2008,FTC,exemption_1,0
2009,FTC,exemption_1,0
2010,FTC,exemption_1,0
2011,FTC,exemption_1,0
2012,FTC,exemption_1,0
2013,FTC,exemption_1,0
2014,FTC,exemption_1,0
2015,FTC,exemption_1,0
2016,FTC,exemption_1,0
2017,FTC,exemption_1,0
2018,FTC,exemption_1,0
2019,FTC,exemption_1,0
2020,FTC,exemption_1,0
2021,FTC,exemption_1,2
2022,FTC,exemption_1,0
2023,FTC,exemption_1,0
2024,FTC,exemption_1,1
2016,GCERC,exemption_1,0
2017,GCERC,exemption_1,0
2018,GCERC,exemption_1,0
2019,GCERC,exemption_1,0
2020,GCERC,exemption_1,0
2021,GCERC,exemption_1,0
2022,GCERC,exemption_1,0
2023,GCERC,exemption_1,0
2024,GCERC,exemption_1,0
2008,GSA,exemption_1,0
2009,GSA,exemption_1,0
2010,GSA,exemption_1,3
2011,GSA,exemption_1,0
2012,GSA,exemption_1,0
2013,GSA,exemption_1,0
2014,GSA,exemption_1,2
2015,GSA,exemption_1,0
2016,GSA,exemption_1,0
2017,GSA,exemption_1,0
2018,GSA,exemption_1,0
2019,GSA,exemption_1,0
2020,GSA,exemption_1,0
2021,GSA,exemption_1,0
2022,GSA,exemption_1,1
2023,GSA,exemption_1,1
2024,GSA,exemption_1,0
2020,HA,exemption_1,0
2021,HA,exemption_1,0
2022,HA,exemption_1,0
2023,HA,exemption_1,0
2024,HA,exemption_1,0
2008,HHS,exemption_1,0
2009,HHS,exemption_1,0
2010,HHS,exemption_1,0
2011,HHS,exemption_1,0
2012,HHS,exemption_1,0
2013,HHS,exemption_1,0
2014,HHS,exemption_1,0
2015,HHS,exemption_1,1
2016,HHS,exemption_1,0
2017,HHS,exemption_1,0
2018,HHS,exemption_1,0
2019,HHS,exemption_1,0
2020,HHS,exemption_1,0
2021,HHS,exemption_1,1
2022,HHS,exemption_1,1
2023,HHS,exemption_1,2
2024,HHS,exemption_1,0
2016,HSTSF,exemption_1,0
2017,HSTSF,exemption_1,0
2018,HSTSF,exemption_1,0
2019,HSTSF,exemption_1,0
2020,HSTSF,exemption_1,0
2021,HSTSF,exemption_1,0
2022,HSTSF,exemption_1,0
2023,HSTSF,exemption_1,0
2024,HSTSF,exemption_1,0
2008,HUD,exemption_1,0
2009,HUD,exemption_1,0
2010,HUD,exemption_1,0
2011,HUD,exemption_1,0
2012,HUD,exemption_1,0
2013,HUD,exemption_1,0
2014,HUD,exemption_1,0
2015,HUD,exemption_1,0
2016,HUD,exemption_1,0
2017,HUD,exemption_1,1
2018,HUD,exemption_1,0
2019,HUD,exemption_1,0
2020,HUD,exemption_1,0
2021,HUD,exemption_1,0
2022,HUD,exemption_1,0
2023,HUD,exemption_1,0
2024,HUD,exemption_1,0
2008,IAF,exemption_1,0
2009,IAF,exemption_1,0
2010,IAF,exemption_1,0
2011,IAF,exemption_1,0
2012,IAF,exemption_1,0
2013,IAF,exemption_1,0
2014,IAF,exemption_1,0
2015,IAF,exemption_1,0
2016,IAF,exemption_1,0
2017,IAF,exemption_1,0
2018,IAF,exemption_1,0
2019,IAF,exemption_1,0
2020,IAF,exemption_1,0
2021,IAF,exemption_1,0
2022,IAF,exemption_1,0
2023,IAF,exemption_1,0
2024,IAF,exemption_1,0
2008,IMLS,exemption_1,0
2009,IMLS,exemption_1,0
2010,IMLS,exemption_1,0
2011,IMLS,exemption_1,0
2012,IMLS,exemption_1,0
2013,IMLS,exemption_1,0
2014,IMLS,exemption_1,0
2015,IMLS,exemption_1,0
2016,IMLS,exemption_1,0
2017,IMLS,exemption_1,0
2018,IMLS,exemption_1,0
2019,IMLS,exemption_1,0
2020,IMLS,exemption_1,0
2021,IMLS,exemption_1,0
2022,IMLS,exemption_1,0
2023,IMLS,exemption_1,0
2024,IMLS,exemption_1,0
2022,IPEC,exemption_1,0
2023,IPEC,exemption_1,0
2024,IPEC,exemption_1,0
2016,JMMFF,exemption_1,0
2017,JMMFF,exemption_1,0
2018,JMMFF,exemption_1,0
2019,JMMFF,exemption_1,0
2020,JMMFF,exemption_1,0
2021,JMMFF,exemption_1,0
2022,JMMFF,exemption_1,0
2023,JMMFF,exemption_1,0
2024,JMMFF,exemption_1,0
2010,LSC,exemption_1,0
2011,LSC,exemption_1,0
2012,LSC,exemption_1,0
2013,LSC,exemption_1,0
2014,LSC,exemption_1,0
2015,LSC,exemption_1,0
2016,LSC,exemption_1,0
2017,LSC,exemption_1,0
2018,LSC,exemption_1,0
2019,LSC,exemption_1,0
2020,LSC,exemption_1,0
2021,LSC,exemption_1,0
2022,LSC,exemption_1,0
2023,LSC,exemption_1,0
2024,LSC,exemption_1,0
2010,MCC,exemption_1,0
2011,MCC,exemption_1,0
2012,MCC,exemption_1,0
2013,MCC,exemption_1,1
2014,MCC,exemption_1,0
2015,MCC,exemption_1,0
2016,MCC,exemption_1,1
2017,MCC,exemption_1,1
2018,MCC,exemption_1,0
2019,MCC,exemption_1,1
2020,MCC,exemption_1,0
2021,MCC,exemption_1,0
2022,MCC,exemption_1,2
2023,MCC,exemption_1,1
2024,MCC,exemption_1,0
2016,MKUF,exemption_1,0
2017,MKUF,exemption_1,0
2018,MKUF,exemption_1,0
2019,MKUF,exemption_1,0
2020,MKUF,exemption_1,0
2021,MKUF,exemption_1,0
2022,MKUF,exemption_1,0
2023,MKUF,exemption_1,0
2024,MKUF,exemption_1,0
2016,MMC,exemption_1,0
2017,MMC,exemption_1,0
2018,MMC,exemption_1,0
2019,MMC,exemption_1,0
2020,MMC,exemption_1,0
2021,MMC,exemption_1,0
2022,MMC,exemption_1,0
2023,MMC,exemption_1,0
