year,facility_type,result,count
2022,Korean,Establishment re-opened by DOHMH.,7
2022,Korean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,32
2022,Korean,No violations were recorded at the time of this inspection.,4
2022,Korean,Establishment re-closed by DOHMH.,8
2022,Thai,Violations were cited in the following area(s).,957
2022,Thai,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,51
2022,Thai,Establishment re-opened by DOHMH.,14
2022,Thai,Establishment re-closed by DOHMH.,4
2022,Thai,No violations were recorded at the time of this inspection.,2
2022,Hamburgers,Establishment re-opened by DOHMH.,5
2022,Hamburgers,Violations were cited in the following area(s).,1127
2022,Hamburgers,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,16
2022,Hamburgers,No violations were recorded at the time of this inspection.,3
2022,Vegan,Violations were cited in the following area(s).,155
2022,Vegan,No violations were recorded at the time of this inspection.,1
2022,Caribbean,Violations were cited in the following area(s).,2191
2022,Caribbean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,166
2022,Caribbean,Establishment re-opened by DOHMH.,42
2022,Caribbean,Establishment re-closed by DOHMH.,5
2022,Caribbean,No violations were recorded at the time of this inspection.,7
2022,Mediterranean,Violations were cited in the following area(s).,843
2022,Mediterranean,Establishment re-opened by DOHMH.,1
2022,Mediterranean,No violations were recorded at the time of this inspection.,3
2022,Donuts,Violations were cited in the following area(s).,1322
2022,Donuts,Establishment re-opened by DOHMH.,7
2022,Donuts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,26
2022,Donuts,No violations were recorded at the time of this inspection.,6
2022,Frozen Desserts,Violations were cited in the following area(s).,700
2022,Frozen Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2022,Frozen Desserts,No violations were recorded at the time of this inspection.,6
2022,Frozen Desserts,Establishment re-opened by DOHMH.,4
2022,Bagels/Pretzels,Violations were cited in the following area(s).,661
2022,Bagels/Pretzels,No violations were recorded at the time of this inspection.,2
2022,Bagels/Pretzels,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,24
2022,Bagels/Pretzels,Establishment re-opened by DOHMH.,3
2022,Japanese,Violations were cited in the following area(s).,2040
2022,Japanese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,53
2022,Japanese,No violations were recorded at the time of this inspection.,2
2022,Japanese,Establishment re-closed by DOHMH.,5
2022,Japanese,Establishment re-opened by DOHMH.,14
2022,Bakery Products/Desserts,Violations were cited in the following area(s).,2361
2022,Bakery Products/Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,98
2022,Bakery Products/Desserts,No violations were recorded at the time of this inspection.,12
2022,Bakery Products/Desserts,Establishment re-closed by DOHMH.,10
2022,Bakery Products/Desserts,Establishment re-opened by DOHMH.,40
2022,Asian/Asian Fusion,Violations were cited in the following area(s).,1150
2022,Asian/Asian Fusion,No violations were recorded at the time of this inspection.,5
2022,Asian/Asian Fusion,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,45
2022,Asian/Asian Fusion,Establishment re-closed by DOHMH.,6
2022,Asian/Asian Fusion,Establishment re-opened by DOHMH.,12
2022,Southeast Asian,Violations were cited in the following area(s).,332
2022,Southeast Asian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,27
2022,Southeast Asian,Establishment re-opened by DOHMH.,5
2022,Indian,Violations were cited in the following area(s).,824
2022,Indian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,79
2022,Indian,Establishment re-closed by DOHMH.,8
2022,Indian,Establishment re-opened by DOHMH.,24
2022,Indian,No violations were recorded at the time of this inspection.,3
2022,Californian,Violations were cited in the following area(s).,14
2022,Spanish,Violations were cited in the following area(s).,1380
2022,Spanish,Establishment re-opened by DOHMH.,15
2022,Spanish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,73
2022,Spanish,Establishment re-closed by DOHMH.,9
2022,Spanish,No violations were recorded at the time of this inspection.,4
2022,Pakistani,Violations were cited in the following area(s).,102
2022,Pakistani,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,13
2022,Pakistani,Establishment re-closed by DOHMH.,5
2022,Pakistani,Establishment re-opened by DOHMH.,3
2022,Latin American,Violations were cited in the following area(s).,2640
2022,Latin American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,92
2022,Latin American,Establishment re-opened by DOHMH.,18
2022,Latin American,Establishment re-closed by DOHMH.,8
2022,Latin American,No violations were recorded at the time of this inspection.,9
2022,Nuts/Confectionary,Establishment re-opened by DOHMH.,1
2022,Nuts/Confectionary,Violations were cited in the following area(s).,2
2022,Nuts/Confectionary,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2022,African,Violations were cited in the following area(s).,317
2022,African,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,31
2022,African,Establishment re-opened by DOHMH.,7
2022,African,No violations were recorded at the time of this inspection.,2
2022,Creole,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,12
2022,Creole,Violations were cited in the following area(s).,97
2022,Creole,Establishment re-opened by DOHMH.,4
2022,Steakhouse,Violations were cited in the following area(s).,267
2022,Steakhouse,No violations were recorded at the time of this inspection.,3
2022,Bangladeshi,Violations were cited in the following area(s).,204
2022,Bangladeshi,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2022,Bangladeshi,Establishment re-opened by DOHMH.,8
2022,Bangladeshi,No violations were recorded at the time of this inspection.,3
2022,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,1087
2022,"Juice, Smoothies, Fruit Salads",No violations were recorded at the time of this inspection.,5
2022,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,11
2022,"Juice, Smoothies, Fruit Salads",Establishment re-opened by DOHMH.,2
2022,Sandwiches,Violations were cited in the following area(s).,1171
2022,Sandwiches,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,19
2022,Sandwiches,No violations were recorded at the time of this inspection.,6
2022,Sandwiches,Establishment re-opened by DOHMH.,9
2022,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,301
2022,Sandwiches/Salads/Mixed Buffet,No violations were recorded at the time of this inspection.,3
2022,Seafood,Violations were cited in the following area(s).,558
2022,Seafood,Establishment re-opened by DOHMH.,3
2022,Seafood,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,17
2022,Seafood,No violations were recorded at the time of this inspection.,1
2022,Filipino,Violations were cited in the following area(s).,126
2022,Filipino,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2022,Filipino,Establishment re-opened by DOHMH.,5
2022,Filipino,No violations were recorded at the time of this inspection.,1
2022,Russian,Violations were cited in the following area(s).,187
2022,Russian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2022,Russian,Establishment re-opened by DOHMH.,4
2022,Vegetarian,Violations were cited in the following area(s).,180
2022,Vegetarian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2022,Vegetarian,Establishment re-opened by DOHMH.,2
2022,Peruvian,Violations were cited in the following area(s).,220
2022,Peruvian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,11
2022,Peruvian,Establishment re-opened by DOHMH.,5
2022,Peruvian,Establishment re-closed by DOHMH.,3
2022,Hawaiian,Violations were cited in the following area(s).,112
2022,Hawaiian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,15
2022,Hawaiian,Establishment re-opened by DOHMH.,3
2022,Irish,Violations were cited in the following area(s).,557
2022,Irish,No violations were recorded at the time of this inspection.,3
2022,Irish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,13
2022,Irish,Establishment re-opened by DOHMH.,1
2022,New American,Violations were cited in the following area(s).,62
2022,Australian,Violations were cited in the following area(s).,99
2022,Brazilian,Violations were cited in the following area(s).,104
2022,Brazilian,No violations were recorded at the time of this inspection.,1
2022,Barbecue,Violations were cited in the following area(s).,137
2022,Barbecue,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,18
2022,Barbecue,Establishment re-opened by DOHMH.,4
2022,Fusion,Violations were cited in the following area(s).,100
2022,Fusion,No violations were recorded at the time of this inspection.,2
2022,Greek,Violations were cited in the following area(s).,389
2022,Greek,No violations were recorded at the time of this inspection.,3
2022,Egyptian,Violations were cited in the following area(s).,33
2022,Pancakes/Waffles,Violations were cited in the following area(s).,90
2022,Ethiopian,Violations were cited in the following area(s).,31
2022,Soul Food,Violations were cited in the following area(s).,119
2022,Other,Violations were cited in the following area(s).,168
2022,Other,No violations were recorded at the time of this inspection.,2
2022,Chinese/Cuban,Violations were cited in the following area(s).,35
2022,Middle Eastern,Violations were cited in the following area(s).,554
2022,Middle Eastern,Establishment re-opened by DOHMH.,9
2022,Middle Eastern,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,31
2022,Middle Eastern,Establishment re-closed by DOHMH.,6
2022,Middle Eastern,No violations were recorded at the time of this inspection.,6
2022,Continental,Violations were cited in the following area(s).,69
2022,Moroccan,Violations were cited in the following area(s).,21
2022,Bottled Beverages,Violations were cited in the following area(s).,249
2022,Bottled Beverages,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,5
2022,Bottled Beverages,Establishment re-opened by DOHMH.,1
2022,Bottled Beverages,No violations were recorded at the time of this inspection.,2
2022,Polish,Violations were cited in the following area(s).,47
2022,Polish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,1
2022,Hotdogs,Violations were cited in the following area(s).,31
2022,Chinese/Japanese,Violations were cited in the following area(s).,120
2022,Salads,Violations were cited in the following area(s).,247
2022,Salads,No violations were recorded at the time of this inspection.,1
2022,Creole/Cajun,Violations were cited in the following area(s).,20
2022,Basque,Violations were cited in the following area(s).,5
2022,English,Violations were cited in the following area(s).,41
2022,Afghan,Violations were cited in the following area(s).,46
2022,Afghan,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,4
2022,Afghan,Establishment re-opened by DOHMH.,4
2022,Scandinavian,Violations were cited in the following area(s).,9
2022,Not Listed/Not Applicable,Violations were cited in the following area(s).,11
2022,Not Listed/Not Applicable,No violations were recorded at the time of this inspection.,1
2022,Indonesian,Violations were cited in the following area(s).,22
2022,Cajun,Violations were cited in the following area(s).,13
2022,Cajun,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2022,Cajun,Establishment re-opened by DOHMH.,3
2022,Portuguese,Violations were cited in the following area(s).,29
2022,German,Violations were cited in the following area(s).,43
2022,New French,Violations were cited in the following area(s).,10
2022,Tapas,Violations were cited in the following area(s).,70
2022,Soups,Violations were cited in the following area(s).,12
2022,Hotdogs/Pretzels,Violations were cited in the following area(s).,47
2022,Chilean,Violations were cited in the following area(s).,5
2022,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,29
2022,Soups/Salads/Sandwiches,No violations were recorded at the time of this inspection.,1
2022,Iranian,Violations were cited in the following area(s).,7
2022,Lebanese,Violations were cited in the following area(s).,4
2022,Fruits/Vegetables,Violations were cited in the following area(s).,2
2022,Haute Cuisine,Violations were cited in the following area(s).,3
2022,Czech,Violations were cited in the following area(s).,1
2025,Chinese,Violations were cited in the following area(s).,3980
2025,Chinese,No violations were recorded at the time of this inspection.,33
2025,Chinese,Establishment re-opened by DOHMH.,30
2025,Chinese,Establishment re-closed by DOHMH.,32
2025,Chinese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,292
2025,Other,No violations were recorded at the time of this inspection.,14
2025,Other,Violations were cited in the following area(s).,893
2025,Other,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2025,Other,Establishment re-opened by DOHMH.,1
2025,Japanese,Violations were cited in the following area(s).,1529
2025,Japanese,No violations were recorded at the time of this inspection.,22
2025,Japanese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,68
2025,Japanese,Establishment re-opened by DOHMH.,11
2025,Japanese,Establishment re-closed by DOHMH.,7
2025,Spanish,Violations were cited in the following area(s).,1144
2025,Spanish,No violations were recorded at the time of this inspection.,11
2025,Spanish,Establishment re-opened by DOHMH.,3
2025,Spanish,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,37
2025,Coffee/Tea,Violations were cited in the following area(s).,2961
2025,Coffee/Tea,No violations were recorded at the time of this inspection.,32
2025,Coffee/Tea,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,104
2025,Coffee/Tea,Establishment re-closed by DOHMH.,5
2025,Coffee/Tea,Establishment re-opened by DOHMH.,15
2025,American,No violations were recorded at the time of this inspection.,69
2025,American,Violations were cited in the following area(s).,5641
2025,American,Establishment re-opened by DOHMH.,22
2025,American,Establishment re-closed by DOHMH.,19
2025,American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,152
2025,Pizza,Violations were cited in the following area(s).,2250
2025,Pizza,No violations were recorded at the time of this inspection.,15
2025,Pizza,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,48
2025,Pizza,Establishment re-closed by DOHMH.,4
2025,Pizza,Establishment re-opened by DOHMH.,5
2025,Donuts,No violations were recorded at the time of this inspection.,8
2025,Donuts,Violations were cited in the following area(s).,648
2025,Donuts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,13
2025,Donuts,Establishment re-opened by DOHMH.,2
2025,Donuts,Establishment re-closed by DOHMH.,4
2025,Italian,No violations were recorded at the time of this inspection.,15
2025,Italian,Violations were cited in the following area(s).,1023
2025,Italian,Establishment re-closed by DOHMH.,16
2025,Italian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10
2025,Italian,Establishment re-opened by DOHMH.,2
2025,Bakery Products/Desserts,Violations were cited in the following area(s).,1662
2025,Bakery Products/Desserts,No violations were recorded at the time of this inspection.,17
2025,Bakery Products/Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,110
2025,Bakery Products/Desserts,Establishment re-opened by DOHMH.,10
2025,Bakery Products/Desserts,Establishment re-closed by DOHMH.,12
2025,Thai,Violations were cited in the following area(s).,659
2025,Thai,No violations were recorded at the time of this inspection.,10
2025,Thai,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,36
2025,Thai,Establishment re-closed by DOHMH.,22
2025,Thai,Establishment re-opened by DOHMH.,5
2025,Chicken,Violations were cited in the following area(s).,1247
2025,Chicken,Establishment re-opened by DOHMH.,8
2025,Chicken,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,45
2025,Chicken,No violations were recorded at the time of this inspection.,13
2025,Asian/Asian Fusion,No violations were recorded at the time of this inspection.,16
2025,Asian/Asian Fusion,Violations were cited in the following area(s).,877
2025,Asian/Asian Fusion,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,25
2025,Asian/Asian Fusion,Establishment re-closed by DOHMH.,8
2025,Asian/Asian Fusion,Establishment re-opened by DOHMH.,3
2025,Hamburgers,No violations were recorded at the time of this inspection.,6
2025,Hamburgers,Violations were cited in the following area(s).,504
2025,Hamburgers,Establishment re-closed by DOHMH.,13
2025,Hamburgers,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,15
2025,Hamburgers,Establishment re-opened by DOHMH.,2
2025,Mexican,Violations were cited in the following area(s).,1589
2025,Mexican,No violations were recorded at the time of this inspection.,17
2025,Mexican,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,41
2025,Mexican,Establishment re-opened by DOHMH.,7
2025,Latin American,Violations were cited in the following area(s).,2066
2025,Latin American,No violations were recorded at the time of this inspection.,5
2025,Latin American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,86
2025,Latin American,Establishment re-opened by DOHMH.,15
2025,Latin American,Establishment re-closed by DOHMH.,19
2025,Australian,No violations were recorded at the time of this inspection.,1
2025,Australian,Violations were cited in the following area(s).,34
2025,Tex-Mex,Violations were cited in the following area(s).,352
2025,Tex-Mex,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,22
2025,Tex-Mex,No violations were recorded at the time of this inspection.,7
2025,Tex-Mex,Establishment re-opened by DOHMH.,1
2025,Caribbean,Violations were cited in the following area(s).,1515
2025,Caribbean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,90
2025,Caribbean,No violations were recorded at the time of this inspection.,7
2025,Caribbean,Establishment re-opened by DOHMH.,14
2025,Caribbean,Establishment re-closed by DOHMH.,18
2025,African,Violations were cited in the following area(s).,189
2025,African,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,36
2025,African,No violations were recorded at the time of this inspection.,4
2025,African,Establishment re-opened by DOHMH.,5
2025,Jewish/Kosher,Violations were cited in the following area(s).,546
2025,Jewish/Kosher,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,21
2025,Peruvian,Violations were cited in the following area(s).,148
2025,Peruvian,No violations were recorded at the time of this inspection.,4
2025,Eastern European,Violations were cited in the following area(s).,202
2025,Eastern European,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2025,Eastern European,Establishment re-opened by DOHMH.,2
2025,Eastern European,No violations were recorded at the time of this inspection.,1
2025,Bangladeshi,No violations were recorded at the time of this inspection.,2
2025,Bangladeshi,Establishment re-closed by DOHMH.,16
2025,Bangladeshi,Violations were cited in the following area(s).,264
2025,Bangladeshi,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,34
2025,Bangladeshi,Establishment re-opened by DOHMH.,4
2025,Middle Eastern,No violations were recorded at the time of this inspection.,5
2025,Middle Eastern,Violations were cited in the following area(s).,399
2025,Middle Eastern,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,38
2025,Middle Eastern,Establishment re-opened by DOHMH.,3
2025,Middle Eastern,Establishment re-closed by DOHMH.,2
2025,Filipino,No violations were recorded at the time of this inspection.,4
2025,Filipino,Violations were cited in the following area(s).,86
2025,Korean,Violations were cited in the following area(s).,681
2025,Korean,No violations were recorded at the time of this inspection.,6
2025,Korean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,16
2025,"Juice, Smoothies, Fruit Salads",Violations were cited in the following area(s).,705
2025,"Juice, Smoothies, Fruit Salads",No violations were recorded at the time of this inspection.,5
2025,"Juice, Smoothies, Fruit Salads",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10
2025,"Juice, Smoothies, Fruit Salads",Establishment re-opened by DOHMH.,6
2025,"Juice, Smoothies, Fruit Salads",Establishment re-closed by DOHMH.,5
2025,Indian,Violations were cited in the following area(s).,725
2025,Indian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,70
2025,Indian,Establishment re-opened by DOHMH.,8
2025,Indian,No violations were recorded at the time of this inspection.,6
2025,Indian,Establishment re-closed by DOHMH.,12
2025,Seafood,Violations were cited in the following area(s).,269
2025,Seafood,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2025,Seafood,No violations were recorded at the time of this inspection.,4
2025,Seafood,Establishment re-opened by DOHMH.,1
2025,Frozen Desserts,Violations were cited in the following area(s).,341
2025,Frozen Desserts,Establishment re-opened by DOHMH.,4
2025,Frozen Desserts,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,26
2025,Frozen Desserts,No violations were recorded at the time of this inspection.,10
2025,Frozen Desserts,Establishment re-closed by DOHMH.,3
2025,Vegetarian,Violations were cited in the following area(s).,57
2025,Vegetarian,No violations were recorded at the time of this inspection.,1
2025,Fusion,Violations were cited in the following area(s).,168
2025,Fusion,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,8
2025,Fusion,No violations were recorded at the time of this inspection.,2
2025,Pakistani,Violations were cited in the following area(s).,120
2025,Pakistani,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,7
2025,Pakistani,No violations were recorded at the time of this inspection.,2
2025,French,Violations were cited in the following area(s).,292
2025,French,No violations were recorded at the time of this inspection.,3
2025,Sandwiches,Violations were cited in the following area(s).,594
2025,Sandwiches,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,32
2025,Sandwiches,Establishment re-opened by DOHMH.,6
2025,Sandwiches,No violations were recorded at the time of this inspection.,7
2025,Bagels/Pretzels,Violations were cited in the following area(s).,354
2025,Bagels/Pretzels,Establishment re-opened by DOHMH.,1
2025,Bagels/Pretzels,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2025,Bagels/Pretzels,No violations were recorded at the time of this inspection.,2
2025,Sandwiches/Salads/Mixed Buffet,Violations were cited in the following area(s).,234
2025,Sandwiches/Salads/Mixed Buffet,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,19
2025,Sandwiches/Salads/Mixed Buffet,No violations were recorded at the time of this inspection.,2
2025,Soups/Salads/Sandwiches,Violations were cited in the following area(s).,36
2025,Soups/Salads/Sandwiches,No violations were recorded at the time of this inspection.,1
2025,Creole,Violations were cited in the following area(s).,67
2025,Creole,No violations were recorded at the time of this inspection.,1
2025,Mediterranean,Violations were cited in the following area(s).,436
2025,Mediterranean,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,51
2025,Mediterranean,Establishment re-opened by DOHMH.,7
2025,Mediterranean,No violations were recorded at the time of this inspection.,2
2025,Mediterranean,Establishment re-closed by DOHMH.,4
2025,Barbecue,Violations were cited in the following area(s).,58
2025,Barbecue,No violations were recorded at the time of this inspection.,2
2025,Chinese/Japanese,Violations were cited in the following area(s).,113
2025,Not Listed/Not Applicable,Violations were cited in the following area(s).,4
2025,Soul Food,Violations were cited in the following area(s).,93
2025,Soul Food,No violations were recorded at the time of this inspection.,1
2025,Armenian,Violations were cited in the following area(s).,29
2025,New American,Establishment re-opened by DOHMH.,3
2025,New American,Violations were cited in the following area(s).,96
2025,New American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,14
2025,New American,No violations were recorded at the time of this inspection.,1
2025,Hawaiian,Violations were cited in the following area(s).,40
2025,Greek,Violations were cited in the following area(s).,162
2025,Greek,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2025,Greek,Establishment re-opened by DOHMH.,4
2025,Greek,No violations were recorded at the time of this inspection.,2
2025,Irish,Violations were cited in the following area(s).,158
2025,Irish,No violations were recorded at the time of this inspection.,1
2025,Continental,Violations were cited in the following area(s).,81
2025,Continental,No violations were recorded at the time of this inspection.,1
2025,Salads,Violations were cited in the following area(s).,115
2025,Salads,Establishment re-opened by DOHMH.,1
2025,Polish,Violations were cited in the following area(s).,18
2025,Polish,No violations were recorded at the time of this inspection.,1
2025,Russian,Violations were cited in the following area(s).,57
2025,Bottled Beverages,Violations were cited in the following area(s).,108
2025,Bottled Beverages,No violations were recorded at the time of this inspection.,2
2025,Southeast Asian,Violations were cited in the following area(s).,171
2025,Southeast Asian,No violations were recorded at the time of this inspection.,4
2025,Pancakes/Waffles,Violations were cited in the following area(s).,87
2025,Pancakes/Waffles,No violations were recorded at the time of this inspection.,1
2025,Steakhouse,Violations were cited in the following area(s).,86
2025,Steakhouse,No violations were recorded at the time of this inspection.,1
2025,Hotdogs/Pretzels,Violations were cited in the following area(s).,46
2025,Hotdogs/Pretzels,No violations were recorded at the time of this inspection.,4
2025,Ethiopian,Violations were cited in the following area(s).,10
2025,Ethiopian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2025,Ethiopian,Establishment re-opened by DOHMH.,1
2025,Tapas,Violations were cited in the following area(s).,41
2025,Brazilian,Violations were cited in the following area(s).,46
2025,Vegan,Violations were cited in the following area(s).,92
2025,Vegan,Establishment re-opened by DOHMH.,2
2025,Vegan,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,9
2025,Vegan,No violations were recorded at the time of this inspection.,2
2025,Turkish,Violations were cited in the following area(s).,114
2025,English,Violations were cited in the following area(s).,7
2025,Afghan,Violations were cited in the following area(s).,18
2025,Moroccan,Violations were cited in the following area(s).,31
2025,Hotdogs,Violations were cited in the following area(s).,14
2025,Hotdogs,No violations were recorded at the time of this inspection.,3
2025,Fruits/Vegetables,Violations were cited in the following area(s).,18
2025,Basque,Violations were cited in the following area(s).,10
2025,Chinese/Cuban,Violations were cited in the following area(s).,17
2025,Chinese/Cuban,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,6
2025,Creole/Cajun,Violations were cited in the following area(s).,5
2025,Creole/Cajun,No violations were recorded at the time of this inspection.,1
2025,Chilean,Violations were cited in the following area(s).,7
2025,German,Violations were cited in the following area(s).,25
2025,German,No violations were recorded at the time of this inspection.,2
2025,Portuguese,Violations were cited in the following area(s).,6
2025,Nuts/Confectionary,Violations were cited in the following area(s).,6
2025,Egyptian,Violations were cited in the following area(s).,7
2025,New French,Violations were cited in the following area(s).,16
2025,Lebanese,Violations were cited in the following area(s).,8
2025,Scandinavian,Violations were cited in the following area(s).,4
2025,Indonesian,Violations were cited in the following area(s).,9
2025,Indonesian,No violations were recorded at the time of this inspection.,1
2025,Czech,Violations were cited in the following area(s).,3
2025,Cajun,Violations were cited in the following area(s).,7
2025,Californian,Violations were cited in the following area(s).,5
2025,Southwestern,Violations were cited in the following area(s).,2
2025,Iranian,No violations were recorded at the time of this inspection.,2
2023,American,Violations were cited in the following area(s).,10992
2023,American,No violations were recorded at the time of this inspection.,86
2023,American,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,208
2023,American,Establishment re-closed by DOHMH.,23
2023,American,Establishment re-opened by DOHMH.,45
2023,Chinese,Violations were cited in the following area(s).,6507
2023,Chinese,No violations were recorded at the time of this inspection.,20
2023,Chinese,Establishment re-closed by DOHMH.,44
2023,Chinese,Establishment re-opened by DOHMH.,113
2023,Chinese,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,407
2023,Hotdogs,No violations were recorded at the time of this inspection.,4
2023,Hotdogs,Violations were cited in the following area(s).,42
2023,Indian,Violations were cited in the following area(s).,1196
2023,Indian,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,106
2023,Indian,Establishment re-closed by DOHMH.,12
2023,Indian,Establishment re-opened by DOHMH.,23
2023,Indian,No violations were recorded at the time of this inspection.,2
2023,Asian/Asian Fusion,Violations were cited in the following area(s).,1259
2023,Asian/Asian Fusion,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,53
