year,agency,field,value
2022,FERC,total_staff,3.36
2023,FERC,total_staff,5.64
2024,FERC,total_staff,5.51
2008,FFIEC,total_staff,0.00
2009,FFIEC,total_staff,0.02
2010,FFIEC,total_staff,0.20
2011,FFIEC,total_staff,0.02
2012,FFIEC,total_staff,0.04
2013,FFIEC,total_staff,0.04
2014,FFIEC,total_staff,0.40
2015,FFIEC,total_staff,0.40
2016,FFIEC,total_staff,0.10
2017,FFIEC,total_staff,0.10
2018,FFIEC,total_staff,0.10
2019,FFIEC,total_staff,0.10
2020,FFIEC,total_staff,0.10
2021,FFIEC,total_staff,0.10
2022,FFIEC,total_staff,0.10
2023,FFIEC,total_staff,0.10
2024,FFIEC,total_staff,0.10
2008,FHFA,total_staff,0.00
2009,FHFA,total_staff,1.00
2010,FHFA,total_staff,1.60
2011,FHFA,total_staff,3.32
2012,FHFA,total_staff,2.85
2013,FHFA,total_staff,2.50
2014,FHFA,total_staff,3.07
2015,FHFA,total_staff,2.74
2016,FHFA,total_staff,2.03
2017,FHFA,total_staff,1.95
2018,FHFA,total_staff,2.25
2019,FHFA,total_staff,2.45
2020,FHFA,total_staff,2.40
2021,FHFA,total_staff,2.20
2022,FHFA,total_staff,3.20
2023,FHFA,total_staff,2.40
2024,FHFA,total_staff,2.40
2008,FLRA,total_staff,3.16
2009,FLRA,total_staff,2.80
2010,FLRA,total_staff,1.07
2011,FLRA,total_staff,1.06
2012,FLRA,total_staff,1.05
2013,FLRA,total_staff,1.12
2014,FLRA,total_staff,0.45
2015,FLRA,total_staff,0.34
2016,FLRA,total_staff,0.31
2017,FLRA,total_staff,0.31
2018,FLRA,total_staff,0.31
2019,FLRA,total_staff,0.33
2020,FLRA,total_staff,0.30
2021,FLRA,total_staff,0.32
2022,FLRA,total_staff,1.01
2023,FLRA,total_staff,1.10
2024,FLRA,total_staff,5.00
2008,FMC,total_staff,0.03
2009,FMC,total_staff,0.35
2010,FMC,total_staff,1.36
2011,FMC,total_staff,1.03
2012,FMC,total_staff,0.95
2013,FMC,total_staff,1.30
2014,FMC,total_staff,1.26
2015,FMC,total_staff,1.29
2016,FMC,total_staff,1.29
2017,FMC,total_staff,1.54
2018,FMC,total_staff,2.02
2019,FMC,total_staff,1.43
2020,FMC,total_staff,1.17
2021,FMC,total_staff,1.17
2022,FMC,total_staff,1.54
2023,FMC,total_staff,1.12
2024,FMC,total_staff,1.35
2008,FMCS,total_staff,0.55
2009,FMCS,total_staff,0.55
2010,FMCS,total_staff,0.55
2011,FMCS,total_staff,1.00
2012,FMCS,total_staff,1.00
2013,FMCS,total_staff,1.00
2014,FMCS,total_staff,1.00
2015,FMCS,total_staff,1.00
2016,FMCS,total_staff,0.50
2017,FMCS,total_staff,1.00
2018,FMCS,total_staff,1.00
2019,FMCS,total_staff,2.00
2020,FMCS,total_staff,2.00
2021,FMCS,total_staff,3.00
2022,FMCS,total_staff,1.00
2023,FMCS,total_staff,1.00
2024,FMCS,total_staff,1.00
2008,FMSHRC,total_staff,0.12
2009,FMSHRC,total_staff,0.10
2010,FMSHRC,total_staff,0.30
2011,FMSHRC,total_staff,0.50
2012,FMSHRC,total_staff,0.50
2013,FMSHRC,total_staff,0.50
2014,FMSHRC,total_staff,0.75
2015,FMSHRC,total_staff,0.75
2016,FMSHRC,total_staff,0.75
2017,FMSHRC,total_staff,1.00
2018,FMSHRC,total_staff,1.00
2019,FMSHRC,total_staff,1.00
2020,FMSHRC,total_staff,1.00
2021,FMSHRC,total_staff,1.00
2022,FMSHRC,total_staff,1.00
2023,FMSHRC,total_staff,1.00
2024,FMSHRC,total_staff,1.00
2008,FOMC,total_staff,0.51
2009,FOMC,total_staff,0.44
2010,FOMC,total_staff,1.03
2011,FOMC,total_staff,0.93
2012,FOMC,total_staff,1.09
2013,FOMC,total_staff,1.11
2014,FOMC,total_staff,0.93
2015,FOMC,total_staff,1.00
2016,FOMC,total_staff,1.00
2017,FOMC,total_staff,0.75
2018,FOMC,total_staff,0.40
2019,FOMC,total_staff,0.58
2020,FOMC,total_staff,0.50
2021,FOMC,total_staff,1.00
2022,FOMC,total_staff,1.00
2023,FOMC,total_staff,1.00
2024,FOMC,total_staff,3.00
2022,FPISC,total_staff,0.50
2023,FPISC,total_staff,1.00
2024,FPISC,total_staff,0.50
2008,FRB,total_staff,11.00
2009,FRB,total_staff,13.00
2010,FRB,total_staff,20.00
2011,FRB,total_staff,16.00
2012,FRB,total_staff,21.00
2013,FRB,total_staff,21.00
2014,FRB,total_staff,21.00
2015,FRB,total_staff,18.00
2016,FRB,total_staff,18.00
2017,FRB,total_staff,15.00
2018,FRB,total_staff,16.00
2019,FRB,total_staff,15.00
2020,FRB,total_staff,15.00
2021,FRB,total_staff,13.00
2022,FRB,total_staff,13.00
2023,FRB,total_staff,14.00
2024,FRB,total_staff,14.00
2010,FRTIB,total_staff,0.60
2011,FRTIB,total_staff,0.60
2012,FRTIB,total_staff,0.65
2013,FRTIB,total_staff,1.00
2014,FRTIB,total_staff,1.00
2015,FRTIB,total_staff,1.00
2016,FRTIB,total_staff,1.00
2017,FRTIB,total_staff,1.00
2018,FRTIB,total_staff,1.00
2019,FRTIB,total_staff,1.00
2020,FRTIB,total_staff,1.00
2021,FRTIB,total_staff,1.00
2022,FRTIB,total_staff,1.00
2023,FRTIB,total_staff,1.30
2024,FRTIB,total_staff,1.30
2008,FTC,total_staff,6.67
2009,FTC,total_staff,8.26
2010,FTC,total_staff,6.61
2011,FTC,total_staff,6.61
2012,FTC,total_staff,11.45
2013,FTC,total_staff,9.54
2014,FTC,total_staff,10.61
2015,FTC,total_staff,26.00
2016,FTC,total_staff,10.78
2017,FTC,total_staff,10.25
2018,FTC,total_staff,11.92
2019,FTC,total_staff,11.70
2020,FTC,total_staff,9.70
2021,FTC,total_staff,15.00
2022,FTC,total_staff,13.00
2023,FTC,total_staff,24.00
2024,FTC,total_staff,24.00
2016,GCERC,total_staff,0.05
2017,GCERC,total_staff,0.02
2018,GCERC,total_staff,0.08
2019,GCERC,total_staff,2.00
2020,GCERC,total_staff,2.00
2021,GCERC,total_staff,2.00
2022,GCERC,total_staff,1.00
2023,GCERC,total_staff,0.01
2024,GCERC,total_staff,0.01
2008,GSA,total_staff,6.00
2009,GSA,total_staff,8.00
2010,GSA,total_staff,8.00
2011,GSA,total_staff,8.00
2012,GSA,total_staff,8.00
2013,GSA,total_staff,23.00
2014,GSA,total_staff,23.00
2015,GSA,total_staff,15.69
2016,GSA,total_staff,10.68
2017,GSA,total_staff,12.18
2018,GSA,total_staff,17.78
2019,GSA,total_staff,40.56
2020,GSA,total_staff,41.61
2021,GSA,total_staff,27.50
2022,GSA,total_staff,18.00
2023,GSA,total_staff,12.47
2024,GSA,total_staff,20.35
2020,HA,total_staff,0.01
2021,HA,total_staff,1.00
2022,HA,total_staff,0.01
2023,HA,total_staff,0.10
2024,HA,total_staff,0.10
2008,HHS,total_staff,257.32
2009,HHS,total_staff,264.14
2010,HHS,total_staff,255.29
2011,HHS,total_staff,284.83
2012,HHS,total_staff,290.90
2013,HHS,total_staff,299.06
2014,HHS,total_staff,283.70
2015,HHS,total_staff,306.85
2016,HHS,total_staff,314.53
2017,HHS,total_staff,319.29
2018,HHS,total_staff,320.13
2019,HHS,total_staff,343.75
2020,HHS,total_staff,374.75
2021,HHS,total_staff,357.55
2022,HHS,total_staff,363.70
2023,HHS,total_staff,396.20
2024,HHS,total_staff,406.26
2016,HSTSF,total_staff,0.05
2017,HSTSF,total_staff,0.05
2018,HSTSF,total_staff,0.05
2019,HSTSF,total_staff,0.25
2020,HSTSF,total_staff,0.25
2021,HSTSF,total_staff,1.00
2022,HSTSF,total_staff,0.01
2023,HSTSF,total_staff,0.01
2024,HSTSF,total_staff,0.02
2008,HUD,total_staff,68.50
2009,HUD,total_staff,139.00
2010,HUD,total_staff,58.00
2011,HUD,total_staff,33.01
2012,HUD,total_staff,31.20
2013,HUD,total_staff,38.77
2014,HUD,total_staff,31.77
2015,HUD,total_staff,31.77
2016,HUD,total_staff,73.13
2017,HUD,total_staff,70.00
2018,HUD,total_staff,78.00
2019,HUD,total_staff,78.00
2020,HUD,total_staff,218.75
2021,HUD,total_staff,56.47
2022,HUD,total_staff,85.11
2023,HUD,total_staff,89.41
2024,HUD,total_staff,97.05
2008,IAF,total_staff,0.03
2009,IAF,total_staff,0.03
2010,IAF,total_staff,0.05
2011,IAF,total_staff,0.05
2012,IAF,total_staff,0.05
2013,IAF,total_staff,0.10
2014,IAF,total_staff,0.10
2015,IAF,total_staff,0.10
2016,IAF,total_staff,0.10
2017,IAF,total_staff,0.10
2018,IAF,total_staff,0.20
2019,IAF,total_staff,0.20
2020,IAF,total_staff,0.20
2021,IAF,total_staff,0.20
2022,IAF,total_staff,0.20
2023,IAF,total_staff,0.30
2024,IAF,total_staff,0.50
2008,IMLS,total_staff,0.15
2009,IMLS,total_staff,0.15
2010,IMLS,total_staff,0.15
2011,IMLS,total_staff,0.15
2012,IMLS,total_staff,0.15
2013,IMLS,total_staff,0.15
2014,IMLS,total_staff,0.15
2015,IMLS,total_staff,0.15
2016,IMLS,total_staff,0.15
2017,IMLS,total_staff,0.25
2018,IMLS,total_staff,0.25
2019,IMLS,total_staff,0.25
2020,IMLS,total_staff,0.25
2021,IMLS,total_staff,1.00
2022,IMLS,total_staff,0.85
2023,IMLS,total_staff,0.75
2024,IMLS,total_staff,0.75
2022,IPEC,total_staff,0.01
2023,IPEC,total_staff,0.03
2024,IPEC,total_staff,0.03
2016,JMMFF,total_staff,0.05
2017,JMMFF,total_staff,0.05
2018,JMMFF,total_staff,0.05
2019,JMMFF,total_staff,0.10
2020,JMMFF,total_staff,0.10
2021,JMMFF,total_staff,0.10
2022,JMMFF,total_staff,0.10
2023,JMMFF,total_staff,0.10
2024,JMMFF,total_staff,0.10
2010,LSC,total_staff,0.15
2011,LSC,total_staff,0.75
2012,LSC,total_staff,0.51
2013,LSC,total_staff,0.60
2014,LSC,total_staff,0.60
2015,LSC,total_staff,0.60
2016,LSC,total_staff,0.60
2017,LSC,total_staff,0.60
2018,LSC,total_staff,0.60
2019,LSC,total_staff,0.60
2020,LSC,total_staff,0.83
2021,LSC,total_staff,0.83
2022,LSC,total_staff,0.83
2023,LSC,total_staff,0.83
2024,LSC,total_staff,0.83
2010,MCC,total_staff,0.15
2011,MCC,total_staff,0.15
2012,MCC,total_staff,0.15
2013,MCC,total_staff,0.15
2014,MCC,total_staff,0.15
2015,MCC,total_staff,2.00
2016,MCC,total_staff,1.00
2017,MCC,total_staff,1.00
2018,MCC,total_staff,2.50
2019,MCC,total_staff,3.50
2020,MCC,total_staff,5.00
2021,MCC,total_staff,7.00
2022,MCC,total_staff,7.00
2023,MCC,total_staff,7.00
2024,MCC,total_staff,1.00
2016,MKUF,total_staff,0.05
2017,MKUF,total_staff,0.05
2018,MKUF,total_staff,0.05
2019,MKUF,total_staff,1.00
2020,MKUF,total_staff,0.10
2021,MKUF,total_staff,0.02
2022,MKUF,total_staff,0.02
2023,MKUF,total_staff,0.03
2024,MKUF,total_staff,0.24
2016,MMC,total_staff,0.00
2017,MMC,total_staff,0.10
2018,MMC,total_staff,0.10
2019,MMC,total_staff,0.10
2020,MMC,total_staff,0.03
2021,MMC,total_staff,0.03
2022,MMC,total_staff,0.02
2023,MMC,total_staff,0.02
2024,MMC,total_staff,0.05
2008,MSPB,total_staff,2.50
2009,MSPB,total_staff,2.50
2010,MSPB,total_staff,1.50
2011,MSPB,total_staff,9.00
2012,MSPB,total_staff,4.50
2013,MSPB,total_staff,2.00
2014,MSPB,total_staff,2.00
2015,MSPB,total_staff,2.00
2016,MSPB,total_staff,2.00
2017,MSPB,total_staff,2.12
2018,MSPB,total_staff,2.01
2019,MSPB,total_staff,1.85
2020,MSPB,total_staff,1.93
2021,MSPB,total_staff,1.78
2022,MSPB,total_staff,1.66
2023,MSPB,total_staff,1.58
2024,MSPB,total_staff,2.21
2008,NARA,total_staff,24.00
2009,NARA,total_staff,25.00
2010,NARA,total_staff,25.00
2011,NARA,total_staff,36.00
2012,NARA,total_staff,36.00
2013,NARA,total_staff,35.00
2014,NARA,total_staff,35.00
2015,NARA,total_staff,52.00
2016,NARA,total_staff,53.00
2017,NARA,total_staff,65.00
2018,NARA,total_staff,59.51
2019,NARA,total_staff,55.90
2020,NARA,total_staff,42.45
2021,NARA,total_staff,42.45
2022,NARA,total_staff,42.45
2023,NARA,total_staff,42.45
2024,NARA,total_staff,43.45
2008,NASA,total_staff,20.05
2009,NASA,total_staff,25.20
2010,NASA,total_staff,22.47
2011,NASA,total_staff,27.00
2012,NASA,total_staff,19.09
2013,NASA,total_staff,15.14
2014,NASA,total_staff,13.46
2015,NASA,total_staff,12.70
2016,NASA,total_staff,10.72
2017,NASA,total_staff,10.35
2018,NASA,total_staff,10.75
2019,NASA,total_staff,11.75
2020,NASA,total_staff,9.33
2021,NASA,total_staff,10.70
2022,NASA,total_staff,10.65
2023,NASA,total_staff,10.90
2024,NASA,total_staff,10.90
2016,NCD,total_staff,0.04
2017,NCD,total_staff,0.10
2018,NCD,total_staff,0.05
2019,NCD,total_staff,0.10
2020,NCD,total_staff,0.10
2021,NCD,total_staff,0.10
2022,NCD,total_staff,0.12
2023,NCD,total_staff,0.20
2024,NCD,total_staff,0.40
2018,NCMNPS,total_staff,0.50
2019,NCMNPS,total_staff,0.50
2010,NCPC,total_staff,0.20
2011,NCPC,total_staff,0.20
2012,NCPC,total_staff,0.06
2013,NCPC,total_staff,0.05
2014,NCPC,total_staff,0.03
2015,NCPC,total_staff,0.03
2016,NCPC,total_staff,0.04
2017,NCPC,total_staff,0.16
2018,NCPC,total_staff,0.05
2019,NCPC,total_staff,0.05
2020,NCPC,total_staff,0.05
2021,NCPC,total_staff,0.05
2022,NCPC,total_staff,0.05
2023,NCPC,total_staff,0.01
2024,NCPC,total_staff,0.01
2008,NCUA,total_staff,1.42
2009,NCUA,total_staff,1.39
2010,NCUA,total_staff,1.48
2011,NCUA,total_staff,1.29
2012,NCUA,total_staff,1.34
2013,NCUA,total_staff,2.23
2014,NCUA,total_staff,1.59
2015,NCUA,total_staff,1.70
2016,NCUA,total_staff,1.65
2017,NCUA,total_staff,1.89
2018,NCUA,total_staff,2.03
2019,NCUA,total_staff,2.23
2020,NCUA,total_staff,2.64
2021,NCUA,total_staff,2.15
2022,NCUA,total_staff,2.16
2023,NCUA,total_staff,1.96
2024,NCUA,total_staff,2.14
2010,NEA,total_staff,0.75
2011,NEA,total_staff,0.60
2012,NEA,total_staff,0.60
2013,NEA,total_staff,0.60
2014,NEA,total_staff,1.00
2015,NEA,total_staff,1.00
2016,NEA,total_staff,1.00
2017,NEA,total_staff,1.50
2018,NEA,total_staff,1.50
2019,NEA,total_staff,1.50
2020,NEA,total_staff,1.50
2021,NEA,total_staff,1.50
2022,NEA,total_staff,1.50
2023,NEA,total_staff,1.25
2024,NEA,total_staff,1.10
2008,NEH,total_staff,0.50
2009,NEH,total_staff,1.50
2010,NEH,total_staff,2.15
2011,NEH,total_staff,2.20
2012,NEH,total_staff,1.75
2013,NEH,total_staff,1.75
2014,NEH,total_staff,1.25
2015,NEH,total_staff,1.25
2016,NEH,total_staff,1.25
2017,NEH,total_staff,1.25
2018,NEH,total_staff,1.25
2019,NEH,total_staff,1.25
2020,NEH,total_staff,0.75
2021,NEH,total_staff,0.63
2022,NEH,total_staff,0.63
2023,NEH,total_staff,0.33
2024,NEH,total_staff,0.66
2008,NIGC,total_staff,2.25
2009,NIGC,total_staff,1.25
2010,NIGC,total_staff,1.25
2011,NIGC,total_staff,2.00
2012,NIGC,total_staff,2.08
2013,NIGC,total_staff,2.35
2014,NIGC,total_staff,2.08
2015,NIGC,total_staff,2.08
2016,NIGC,total_staff,1.65
2017,NIGC,total_staff,1.69
2018,NIGC,total_staff,0.75
2019,NIGC,total_staff,1.00
2020,NIGC,total_staff,1.00
2021,NIGC,total_staff,1.00
2022,NIGC,total_staff,1.00
2023,NIGC,total_staff,1.00
2024,NIGC,total_staff,1.00
2010,NLRB,total_staff,7.00
2011,NLRB,total_staff,8.00
2012,NLRB,total_staff,7.00
2013,NLRB,total_staff,7.00
2014,NLRB,total_staff,14.56
2015,NLRB,total_staff,17.00
2016,NLRB,total_staff,24.00
2017,NLRB,total_staff,23.00
2018,NLRB,total_staff,18.00
2019,NLRB,total_staff,18.00
2020,NLRB,total_staff,18.00
2021,NLRB,total_staff,18.00
2022,NLRB,total_staff,16.22
2023,NLRB,total_staff,17.97
2024,NLRB,total_staff,17.23
2008,NMB,total_staff,1.15
2009,NMB,total_staff,1.15
2010,NMB,total_staff,1.15
2011,NMB,total_staff,0.40
2012,NMB,total_staff,0.40
2013,NMB,total_staff,0.40
2014,NMB,total_staff,0.50
2015,NMB,total_staff,0.50
2016,NMB,total_staff,1.00
2017,NMB,total_staff,1.00
2018,NMB,total_staff,1.00
2019,NMB,total_staff,1.00
2020,NMB,total_staff,1.00
2021,NMB,total_staff,1.00
2022,NMB,total_staff,1.00
2023,NMB,total_staff,1.00
2024,NMB,total_staff,1.00
2008,NRC,total_staff,8.00
2009,NRC,total_staff,9.00
2010,NRC,total_staff,11.00
2011,NRC,total_staff,15.00
2012,NRC,total_staff,17.00
2013,NRC,total_staff,21.00
2014,NRC,total_staff,18.00
2015,NRC,total_staff,19.00
2016,NRC,total_staff,18.00
2017,NRC,total_staff,15.00
2018,NRC,total_staff,13.00
2019,NRC,total_staff,8.00
2020,NRC,total_staff,9.40
2021,NRC,total_staff,11.09
2022,NRC,total_staff,9.00
2023,NRC,total_staff,12.00
2024,NRC,total_staff,14.00
2008,NRPC,total_staff,1.00
2009,NRPC,total_staff,1.00
2010,NRPC,total_staff,1.50
2011,NRPC,total_staff,1.50
2012,NRPC,total_staff,2.00
2013,NRPC,total_staff,2.00
2014,NRPC,total_staff,4.00
2015,NRPC,total_staff,2.00
2016,NRPC,total_staff,4.00
2017,NRPC,total_staff,2.00
2018,NRPC,total_staff,2.00
2019,NRPC,total_staff,1.00
2020,NRPC,total_staff,1.00
2021,NRPC,total_staff,3.00
2022,NRPC,total_staff,3.00
2023,NRPC,total_staff,3.00
2024,NRPC,total_staff,2.00
2020,NSCAI,total_staff,3.00
2008,NSF,total_staff,3.76
2009,NSF,total_staff,3.83
2010,NSF,total_staff,3.87
2011,NSF,total_staff,3.87
2012,NSF,total_staff,3.23
2013,NSF,total_staff,3.66
2014,NSF,total_staff,2.38
2015,NSF,total_staff,2.38
2016,NSF,total_staff,2.18
2017,NSF,total_staff,2.37
2018,NSF,total_staff,2.20
2019,NSF,total_staff,2.50
2020,NSF,total_staff,2.55
2021,NSF,total_staff,2.95
2022,NSF,total_staff,3.20
2023,NSF,total_staff,3.40
2024,NSF,total_staff,5.00
2010,NTSB,total_staff,3.86
2011,NTSB,total_staff,6.75
2012,NTSB,total_staff,5.75
2013,NTSB,total_staff,9.00
2014,NTSB,total_staff,8.00
2015,NTSB,total_staff,9.00
2016,NTSB,total_staff,9.00
2017,NTSB,total_staff,5.00
2018,NTSB,total_staff,7.00
2019,NTSB,total_staff,8.00
2020,NTSB,total_staff,21.25
2021,NTSB,total_staff,8.50
2022,NTSB,total_staff,11.00
2023,NTSB,total_staff,6.00
2024,NTSB,total_staff,6.00
2016,NW,total_staff,1.10
2017,NW,total_staff,1.05
2018,NW,total_staff,0.75
2019,NW,total_staff,0.75
2020,NW,total_staff,0.75
2021,NW,total_staff,0.25
2022,NW,total_staff,0.25
2023,NW,total_staff,0.35
2024,NW,total_staff,0.35
2017,NWTRB,total_staff,0.05
2018,NWTRB,total_staff,0.50
2019,NWTRB,total_staff,1.00
2020,NWTRB,total_staff,1.00
2021,NWTRB,total_staff,1.00
2022,NWTRB,total_staff,1.00
2023,NWTRB,total_staff,1.00
2024,NWTRB,total_staff,0.05
2010,ODNI,total_staff,2.00
2011,ODNI,total_staff,2.00
2012,ODNI,total_staff,2.00
2013,ODNI,total_staff,4.00
2014,ODNI,total_staff,4.00
2015,ODNI,total_staff,9.00
2016,ODNI,total_staff,11.00
2017,ODNI,total_staff,11.00
2018,ODNI,total_staff,11.00
2019,ODNI,total_staff,12.00
2020,ODNI,total_staff,9.00
2021,ODNI,total_staff,11.00
2022,ODNI,total_staff,12.45
2023,ODNI,total_staff,16.50
2024,ODNI,total_staff,17.50
2008,OGE,total_staff,0.60
2009,OGE,total_staff,1.10
2010,OGE,total_staff,1.05
2011,OGE,total_staff,1.50
2012,OGE,total_staff,1.50
2013,OGE,total_staff,2.00
2014,OGE,total_staff,1.50
2015,OGE,total_staff,1.75
2016,OGE,total_staff,1.75
2017,OGE,total_staff,2.75
2018,OGE,total_staff,2.90
2019,OGE,total_staff,2.40
2020,OGE,total_staff,2.40
2021,OGE,total_staff,2.40
2022,OGE,total_staff,2.40
2023,OGE,total_staff,2.40
2024,OGE,total_staff,2.40
2008,OMB,total_staff,2.50
2009,OMB,total_staff,2.50
2010,OMB,total_staff,2.50
2011,OMB,total_staff,2.50
2012,OMB,total_staff,2.50
2013,OMB,total_staff,2.50
2014,OMB,total_staff,2.50
2015,OMB,total_staff,3.50
2016,OMB,total_staff,2.50
2017,OMB,total_staff,3.05
2018,OMB,total_staff,3.50
2019,OMB,total_staff,7.50
2020,OMB,total_staff,9.00
2021,OMB,total_staff,7.00
2022,OMB,total_staff,7.00
2023,OMB,total_staff,9.00
2024,OMB,total_staff,11.00
2023,ONCD,total_staff,1.00
2024,ONCD,total_staff,2.00
2008,ONDCP,total_staff,0.20
2009,ONDCP,total_staff,0.20
2010,ONDCP,total_staff,0.20
2011,ONDCP,total_staff,0.20
2012,ONDCP,total_staff,0.47
2013,ONDCP,total_staff,0.40
2014,ONDCP,total_staff,0.40
2015,ONDCP,total_staff,0.40
2016,ONDCP,total_staff,0.40
2017,ONDCP,total_staff,0.40
2018,ONDCP,total_staff,0.70
2019,ONDCP,total_staff,0.70
2020,ONDCP,total_staff,0.70
2021,ONDCP,total_staff,0.70
2022,ONDCP,total_staff,0.70
2023,ONDCP,total_staff,1.08
2024,ONDCP,total_staff,1.45
2010,ONHIR,total_staff,0.25
2011,ONHIR,total_staff,0.25
2012,ONHIR,total_staff,1.00
2013,ONHIR,total_staff,1.50
2014,ONHIR,total_staff,1.50
2015,ONHIR,total_staff,1.50
2016,ONHIR,total_staff,1.50
2017,ONHIR,total_staff,0.75
2018,ONHIR,total_staff,0.50
2019,ONHIR,total_staff,0.50
2020,ONHIR,total_staff,0.05
2021,ONHIR,total_staff,0.10
2022,ONHIR,total_staff,0.20
2023,ONHIR,total_staff,0.10
2024,ONHIR,total_staff,0.20
2008,OPIC,total_staff,1.20
2009,OPIC,total_staff,1.20
2010,OPIC,total_staff,1.20
2011,OPIC,total_staff,1.20
2012,OPIC,total_staff,1.20
2013,OPIC,total_staff,1.20
2014,OPIC,total_staff,1.20
2015,OPIC,total_staff,1.20
2016,OPIC,total_staff,1.45
2017,OPIC,total_staff,1.45
2018,OPIC,total_staff,1.10
2019,OPIC,total_staff,1.75
2008,OPM,total_staff,11.60
2009,OPM,total_staff,25.50
2010,OPM,total_staff,26.50
2011,OPM,total_staff,28.60
2012,OPM,total_staff,34.50
2013,OPM,total_staff,14.80
2014,OPM,total_staff,13.50
2015,OPM,total_staff,15.20
2016,OPM,total_staff,12.01
2017,OPM,total_staff,19.74
2018,OPM,total_staff,18.27
2019,OPM,total_staff,20.49
2020,OPM,total_staff,13.82
2021,OPM,total_staff,10.80
2022,OPM,total_staff,9.34
2023,OPM,total_staff,8.50
2024,OPM,total_staff,12.00
2024,OPPR,total_staff,0.10
2010,OSC,total_staff,2.70
2011,OSC,total_staff,1.60
2012,OSC,total_staff,1.60
2013,OSC,total_staff,2.00
2014,OSC,total_staff,2.70
2015,OSC,total_staff,4.35
2016,OSC,total_staff,3.95
2017,OSC,total_staff,5.20
2018,OSC,total_staff,8.83
2019,OSC,total_staff,13.00
2020,OSC,total_staff,10.00
2021,OSC,total_staff,10.00
2022,OSC,total_staff,11.53
2023,OSC,total_staff,9.00
2024,OSC,total_staff,4.00
2008,OSHRC,total_staff,1.62
2009,OSHRC,total_staff,1.60
2010,OSHRC,total_staff,2.02
2011,OSHRC,total_staff,1.95
2012,OSHRC,total_staff,2.07
2013,OSHRC,total_staff,2.00
2014,OSHRC,total_staff,1.50
2015,OSHRC,total_staff,1.64
2016,OSHRC,total_staff,1.65
2017,OSHRC,total_staff,1.39
2018,OSHRC,total_staff,1.49
2019,OSHRC,total_staff,1.67
2020,OSHRC,total_staff,1.51
2021,OSHRC,total_staff,1.64
2022,OSHRC,total_staff,1.60
2023,OSHRC,total_staff,1.79
2024,OSHRC,total_staff,2.09
2008,OSTP,total_staff,0.30
2009,OSTP,total_staff,0.30
2010,OSTP,total_staff,0.30
2011,OSTP,total_staff,0.70
2012,OSTP,total_staff,0.70
2013,OSTP,total_staff,0.70
2014,OSTP,total_staff,0.90
2015,OSTP,total_staff,1.00
2016,OSTP,total_staff,0.60
2017,OSTP,total_staff,0.60
2018,OSTP,total_staff,1.25
2019,OSTP,total_staff,2.80
2020,OSTP,total_staff,1.65
2021,OSTP,total_staff,1.65
2022,OSTP,total_staff,4.00
2023,OSTP,total_staff,4.00
2024,OSTP,total_staff,3.00
2010,PBGC,total_staff,11.00
2011,PBGC,total_staff,13.00
2012,PBGC,total_staff,14.00
2013,PBGC,total_staff,12.00
2014,PBGC,total_staff,12.06
2015,PBGC,total_staff,11.19
2016,PBGC,total_staff,10.02
2017,PBGC,total_staff,10.08
2018,PBGC,total_staff,9.46
2019,PBGC,total_staff,11.52
2020,PBGC,total_staff,11.58
2021,PBGC,total_staff,14.06
2022,PBGC,total_staff,12.00
2023,PBGC,total_staff,28.00
2024,PBGC,total_staff,16.00
2008,PC,total_staff,0.65
2009,PC,total_staff,1.30
2010,PC,total_staff,1.00
2011,PC,total_staff,0.85
2012,PC,total_staff,0.85
2013,PC,total_staff,0.85
2014,PC,total_staff,0.85
2015,PC,total_staff,1.10
2016,PC,total_staff,3.60
2017,PC,total_staff,2.60
2018,PC,total_staff,3.10
2019,PC,total_staff,3.10
2020,PC,total_staff,3.40
2021,PC,total_staff,4.45
2022,PC,total_staff,4.45
2023,PC,total_staff,9.00
2024,PC,total_staff,11.50
2014,PCLOB,total_staff,1.00
2015,PCLOB,total_staff,0.10
2016,PCLOB,total_staff,0.10
2017,PCLOB,total_staff,0.10
2018,PCLOB,total_staff,0.10
2019,PCLOB,total_staff,0.50
2020,PCLOB,total_staff,0.50
2021,PCLOB,total_staff,0.50
2022,PCLOB,total_staff,0.50
2023,PCLOB,total_staff,0.50
2024,PCLOB,total_staff,0.50
2008,PRC,total_staff,0.00
2009,PRC,total_staff,0.00
2010,PRC,total_staff,0.00
2011,PRC,total_staff,0.50
2012,PRC,total_staff,6.00
2013,PRC,total_staff,3.00
2014,PRC,total_staff,3.00
2015,PRC,total_staff,1.00
2016,PRC,total_staff,1.00
2017,PRC,total_staff,1.00
2018,PRC,total_staff,1.00
2019,PRC,total_staff,1.00
2020,PRC,total_staff,1.00
2021,PRC,total_staff,1.00
2022,PRC,total_staff,1.00
2023,PRC,total_staff,1.50
2024,PRC,total_staff,2.00
2016,PT,total_staff,0.06
2017,PT,total_staff,1.00
2018,PT,total_staff,0.05
2019,PT,total_staff,0.05
2020,PT,total_staff,0.10
2021,PT,total_staff,0.10
2022,PT,total_staff,0.10
2023,PT,total_staff,0.25
2024,PT,total_staff,0.25
2011,RATB,total_staff,1.25
2012,RATB,total_staff,0.45
2013,RATB,total_staff,0.40
2014,RATB,total_staff,0.25
2008,RRB,total_staff,0.48
2009,RRB,total_staff,0.48
2010,RRB,total_staff,0.48
2011,RRB,total_staff,1.00
