year,agency,field,value
2022,IMLS,general_complex_average,0
2023,IMLS,general_complex_average,0
2024,IMLS,general_complex_average,0
2022,IPEC,general_complex_average,0
2023,IPEC,general_complex_average,0
2024,IPEC,general_complex_average,0
2016,JMMFF,general_complex_average,0
2017,JMMFF,general_complex_average,0
2018,JMMFF,general_complex_average,0
2019,JMMFF,general_complex_average,0
2020,JMMFF,general_complex_average,0
2021,JMMFF,general_complex_average,0
2022,JMMFF,general_complex_average,0
2023,JMMFF,general_complex_average,0
2024,JMMFF,general_complex_average,0
2010,LSC,general_complex_average,0
2011,LSC,general_complex_average,0
2012,LSC,general_complex_average,0
2013,LSC,general_complex_average,0
2014,LSC,general_complex_average,0
2015,LSC,general_complex_average,0
2016,LSC,general_complex_average,0
2017,LSC,general_complex_average,0
2018,LSC,general_complex_average,0
2019,LSC,general_complex_average,0
2020,LSC,general_complex_average,0
2021,LSC,general_complex_average,0
2022,LSC,general_complex_average,0
2023,LSC,general_complex_average,0
2024,LSC,general_complex_average,0
2010,MCC,general_complex_average,0
2011,MCC,general_complex_average,0
2012,MCC,general_complex_average,0
2013,MCC,general_complex_average,0
2014,MCC,general_complex_average,0
2015,MCC,general_complex_average,0
2016,MCC,general_complex_average,0
2017,MCC,general_complex_average,0
2018,MCC,general_complex_average,0
2019,MCC,general_complex_average,0
2020,MCC,general_complex_average,0
2021,MCC,general_complex_average,0
2022,MCC,general_complex_average,0
2023,MCC,general_complex_average,0
2024,MCC,general_complex_average,0
2016,MKUF,general_complex_average,0
2017,MKUF,general_complex_average,0
2018,MKUF,general_complex_average,0
2019,MKUF,general_complex_average,0
2020,MKUF,general_complex_average,0
2021,MKUF,general_complex_average,0
2022,MKUF,general_complex_average,0
2023,MKUF,general_complex_average,0
2024,MKUF,general_complex_average,0
2016,MMC,general_complex_average,0
2017,MMC,general_complex_average,0
2018,MMC,general_complex_average,0
2019,MMC,general_complex_average,0
2020,MMC,general_complex_average,0
2021,MMC,general_complex_average,0
2022,MMC,general_complex_average,0
2023,MMC,general_complex_average,0
2024,MMC,general_complex_average,0
2008,MSPB,general_complex_average,0
2009,MSPB,general_complex_average,0
2010,MSPB,general_complex_average,0
2011,MSPB,general_complex_average,0
2012,MSPB,general_complex_average,0
2013,MSPB,general_complex_average,0
2014,MSPB,general_complex_average,0
2015,MSPB,general_complex_average,0
2016,MSPB,general_complex_average,0
2017,MSPB,general_complex_average,0
2018,MSPB,general_complex_average,0
2019,MSPB,general_complex_average,0
2020,MSPB,general_complex_average,0
2021,MSPB,general_complex_average,0
2022,MSPB,general_complex_average,0
2023,MSPB,general_complex_average,0
2024,MSPB,general_complex_average,0
2008,NARA,general_complex_average,0
2009,NARA,general_complex_average,0
2010,NARA,general_complex_average,1
2011,NARA,general_complex_average,0
2012,NARA,general_complex_average,0
2013,NARA,general_complex_average,1
2014,NARA,general_complex_average,0
2015,NARA,general_complex_average,0
2016,NARA,general_complex_average,4
2017,NARA,general_complex_average,0
2018,NARA,general_complex_average,2
2019,NARA,general_complex_average,0
2020,NARA,general_complex_average,0
2021,NARA,general_complex_average,0
2022,NARA,general_complex_average,0
2023,NARA,general_complex_average,0
2024,NARA,general_complex_average,1
2008,NASA,general_complex_average,0
2009,NASA,general_complex_average,0
2010,NASA,general_complex_average,0
2011,NASA,general_complex_average,
2012,NASA,general_complex_average,
2013,NASA,general_complex_average,0
2014,NASA,general_complex_average,0
2015,NASA,general_complex_average,0
2016,NASA,general_complex_average,0
2017,NASA,general_complex_average,0
2018,NASA,general_complex_average,
2019,NASA,general_complex_average,0
2020,NASA,general_complex_average,1
2021,NASA,general_complex_average,0
2022,NASA,general_complex_average,0
2023,NASA,general_complex_average,0
2024,NASA,general_complex_average,0
2016,NCD,general_complex_average,0
2017,NCD,general_complex_average,0
2018,NCD,general_complex_average,0
2019,NCD,general_complex_average,0
2020,NCD,general_complex_average,0
2021,NCD,general_complex_average,0
2022,NCD,general_complex_average,0
2023,NCD,general_complex_average,0
2024,NCD,general_complex_average,0
2018,NCMNPS,general_complex_average,0
2019,NCMNPS,general_complex_average,0
2010,NCPC,general_complex_average,0
2011,NCPC,general_complex_average,0
2012,NCPC,general_complex_average,0
2013,NCPC,general_complex_average,0
2014,NCPC,general_complex_average,0
2015,NCPC,general_complex_average,0
2016,NCPC,general_complex_average,0
2017,NCPC,general_complex_average,0
2018,NCPC,general_complex_average,0
2019,NCPC,general_complex_average,0
2020,NCPC,general_complex_average,0
2021,NCPC,general_complex_average,0
2022,NCPC,general_complex_average,0
2023,NCPC,general_complex_average,0
2024,NCPC,general_complex_average,0
2008,NCUA,general_complex_average,0
2009,NCUA,general_complex_average,0
2010,NCUA,general_complex_average,0
2011,NCUA,general_complex_average,0
2012,NCUA,general_complex_average,0
2013,NCUA,general_complex_average,0
2014,NCUA,general_complex_average,0
2015,NCUA,general_complex_average,0
2016,NCUA,general_complex_average,0
2017,NCUA,general_complex_average,0
2018,NCUA,general_complex_average,0
2019,NCUA,general_complex_average,0
2020,NCUA,general_complex_average,0
2021,NCUA,general_complex_average,0
2022,NCUA,general_complex_average,0
2023,NCUA,general_complex_average,0
2024,NCUA,general_complex_average,0
2010,NEA,general_complex_average,0
2011,NEA,general_complex_average,0
2012,NEA,general_complex_average,0
2013,NEA,general_complex_average,0
2014,NEA,general_complex_average,0
2015,NEA,general_complex_average,0
2016,NEA,general_complex_average,0
2017,NEA,general_complex_average,0
2018,NEA,general_complex_average,0
2019,NEA,general_complex_average,0
2020,NEA,general_complex_average,0
2021,NEA,general_complex_average,0
2022,NEA,general_complex_average,0
2023,NEA,general_complex_average,0
2024,NEA,general_complex_average,0
2008,NEH,general_complex_average,0
2009,NEH,general_complex_average,0
2010,NEH,general_complex_average,0
2011,NEH,general_complex_average,0
2012,NEH,general_complex_average,0
2013,NEH,general_complex_average,0
2014,NEH,general_complex_average,0
2015,NEH,general_complex_average,0
2016,NEH,general_complex_average,0
2017,NEH,general_complex_average,0
2018,NEH,general_complex_average,0
2019,NEH,general_complex_average,0
2020,NEH,general_complex_average,0
2021,NEH,general_complex_average,0
2022,NEH,general_complex_average,0
2023,NEH,general_complex_average,0
2024,NEH,general_complex_average,0
2008,NIGC,general_complex_average,0
2009,NIGC,general_complex_average,0
2010,NIGC,general_complex_average,0
2011,NIGC,general_complex_average,0
2012,NIGC,general_complex_average,0
2013,NIGC,general_complex_average,0
2014,NIGC,general_complex_average,0
2015,NIGC,general_complex_average,0
2016,NIGC,general_complex_average,0
2017,NIGC,general_complex_average,0
2018,NIGC,general_complex_average,0
2019,NIGC,general_complex_average,0
2020,NIGC,general_complex_average,0
2021,NIGC,general_complex_average,0
2022,NIGC,general_complex_average,0
2023,NIGC,general_complex_average,0
2024,NIGC,general_complex_average,0
2010,NLRB,general_complex_average,
2011,NLRB,general_complex_average,
2012,NLRB,general_complex_average,
2013,NLRB,general_complex_average,0
2014,NLRB,general_complex_average,
2015,NLRB,general_complex_average,
2016,NLRB,general_complex_average,
2017,NLRB,general_complex_average,0
2018,NLRB,general_complex_average,0
2019,NLRB,general_complex_average,0
2020,NLRB,general_complex_average,0
2021,NLRB,general_complex_average,0
2022,NLRB,general_complex_average,0
2023,NLRB,general_complex_average,0
2024,NLRB,general_complex_average,0
2008,NMB,general_complex_average,0
2009,NMB,general_complex_average,0
2010,NMB,general_complex_average,0
2011,NMB,general_complex_average,0
2012,NMB,general_complex_average,0
2013,NMB,general_complex_average,0
2014,NMB,general_complex_average,0
2015,NMB,general_complex_average,0
2016,NMB,general_complex_average,0
2017,NMB,general_complex_average,0
2018,NMB,general_complex_average,0
2019,NMB,general_complex_average,0
2020,NMB,general_complex_average,0
2021,NMB,general_complex_average,0
2022,NMB,general_complex_average,0
2023,NMB,general_complex_average,0
2024,NMB,general_complex_average,0
2008,NRC,general_complex_average,0
2009,NRC,general_complex_average,0
2010,NRC,general_complex_average,0
2011,NRC,general_complex_average,0
2012,NRC,general_complex_average,0
2013,NRC,general_complex_average,0
2014,NRC,general_complex_average,0
2015,NRC,general_complex_average,0
2016,NRC,general_complex_average,0
2017,NRC,general_complex_average,0
2018,NRC,general_complex_average,0
2019,NRC,general_complex_average,0
2020,NRC,general_complex_average,0
2021,NRC,general_complex_average,0
2022,NRC,general_complex_average,0
2023,NRC,general_complex_average,0
2024,NRC,general_complex_average,0
2008,NRPC,general_complex_average,0
2009,NRPC,general_complex_average,0
2010,NRPC,general_complex_average,0
2011,NRPC,general_complex_average,0
2012,NRPC,general_complex_average,0
2013,NRPC,general_complex_average,0
2014,NRPC,general_complex_average,0
2015,NRPC,general_complex_average,0
2016,NRPC,general_complex_average,0
2017,NRPC,general_complex_average,0
2018,NRPC,general_complex_average,0
2019,NRPC,general_complex_average,0
2020,NRPC,general_complex_average,0
2021,NRPC,general_complex_average,0
2022,NRPC,general_complex_average,0
2023,NRPC,general_complex_average,0
2024,NRPC,general_complex_average,0
2020,NSCAI,general_complex_average,0
2008,NSF,general_complex_average,0
2009,NSF,general_complex_average,0
2010,NSF,general_complex_average,0
2011,NSF,general_complex_average,0
2012,NSF,general_complex_average,0
2013,NSF,general_complex_average,0
2014,NSF,general_complex_average,0
2015,NSF,general_complex_average,0
2016,NSF,general_complex_average,0
2017,NSF,general_complex_average,0
2018,NSF,general_complex_average,0
2019,NSF,general_complex_average,0
2020,NSF,general_complex_average,0
2021,NSF,general_complex_average,0
2022,NSF,general_complex_average,0
2023,NSF,general_complex_average,0
2024,NSF,general_complex_average,0
2010,NTSB,general_complex_average,0
2011,NTSB,general_complex_average,0
2012,NTSB,general_complex_average,0
2013,NTSB,general_complex_average,0
2014,NTSB,general_complex_average,0
2015,NTSB,general_complex_average,0
2016,NTSB,general_complex_average,0
2017,NTSB,general_complex_average,0
2018,NTSB,general_complex_average,0
2019,NTSB,general_complex_average,0
2020,NTSB,general_complex_average,0
2021,NTSB,general_complex_average,0
2022,NTSB,general_complex_average,0
2023,NTSB,general_complex_average,0
2024,NTSB,general_complex_average,0
2016,NW,general_complex_average,0
2017,NW,general_complex_average,0
2018,NW,general_complex_average,0
2019,NW,general_complex_average,0
2020,NW,general_complex_average,0
2021,NW,general_complex_average,0
2022,NW,general_complex_average,0
2023,NW,general_complex_average,0
2024,NW,general_complex_average,0
2017,NWTRB,general_complex_average,0
2018,NWTRB,general_complex_average,0
2019,NWTRB,general_complex_average,0
2020,NWTRB,general_complex_average,0
2021,NWTRB,general_complex_average,0
2022,NWTRB,general_complex_average,0
2023,NWTRB,general_complex_average,0
2024,NWTRB,general_complex_average,0
2010,ODNI,general_complex_average,0
2011,ODNI,general_complex_average,0
2012,ODNI,general_complex_average,0
2013,ODNI,general_complex_average,0
2014,ODNI,general_complex_average,0
2015,ODNI,general_complex_average,0
2016,ODNI,general_complex_average,0
2017,ODNI,general_complex_average,0
2018,ODNI,general_complex_average,0
2019,ODNI,general_complex_average,0
2020,ODNI,general_complex_average,0
2021,ODNI,general_complex_average,0
2022,ODNI,general_complex_average,0
2023,ODNI,general_complex_average,0
2024,ODNI,general_complex_average,0
2008,OGE,general_complex_average,0
2009,OGE,general_complex_average,0
2010,OGE,general_complex_average,0
2011,OGE,general_complex_average,0
2012,OGE,general_complex_average,0
2013,OGE,general_complex_average,0
2014,OGE,general_complex_average,0
2015,OGE,general_complex_average,0
2016,OGE,general_complex_average,0
2017,OGE,general_complex_average,0
2018,OGE,general_complex_average,0
2019,OGE,general_complex_average,0
2020,OGE,general_complex_average,0
2021,OGE,general_complex_average,0
2022,OGE,general_complex_average,0
2023,OGE,general_complex_average,0
2024,OGE,general_complex_average,0
2008,OMB,general_complex_average,0
2009,OMB,general_complex_average,0
2010,OMB,general_complex_average,0
2011,OMB,general_complex_average,0
2012,OMB,general_complex_average,0
2013,OMB,general_complex_average,0
2014,OMB,general_complex_average,0
2015,OMB,general_complex_average,0
2016,OMB,general_complex_average,0
2017,OMB,general_complex_average,0
2018,OMB,general_complex_average,0
2019,OMB,general_complex_average,0
2020,OMB,general_complex_average,0
2021,OMB,general_complex_average,0
2022,OMB,general_complex_average,0
2023,OMB,general_complex_average,0
2024,OMB,general_complex_average,0
2023,ONCD,general_complex_average,0
2024,ONCD,general_complex_average,0
2008,ONDCP,general_complex_average,0
2009,ONDCP,general_complex_average,0
2010,ONDCP,general_complex_average,0
2011,ONDCP,general_complex_average,0
2012,ONDCP,general_complex_average,0
2013,ONDCP,general_complex_average,0
2014,ONDCP,general_complex_average,0
2015,ONDCP,general_complex_average,0
2016,ONDCP,general_complex_average,0
2017,ONDCP,general_complex_average,0
2018,ONDCP,general_complex_average,0
2019,ONDCP,general_complex_average,0
2020,ONDCP,general_complex_average,0
2021,ONDCP,general_complex_average,0
2022,ONDCP,general_complex_average,0
2023,ONDCP,general_complex_average,0
2024,ONDCP,general_complex_average,0
2010,ONHIR,general_complex_average,0
2011,ONHIR,general_complex_average,0
2012,ONHIR,general_complex_average,0
2013,ONHIR,general_complex_average,0
2014,ONHIR,general_complex_average,0
2015,ONHIR,general_complex_average,0
2016,ONHIR,general_complex_average,0
2017,ONHIR,general_complex_average,0
2018,ONHIR,general_complex_average,0
2019,ONHIR,general_complex_average,0
2020,ONHIR,general_complex_average,0
2021,ONHIR,general_complex_average,0
2022,ONHIR,general_complex_average,0
2023,ONHIR,general_complex_average,0
2024,ONHIR,general_complex_average,0
2008,OPIC,general_complex_average,0
2009,OPIC,general_complex_average,0
2010,OPIC,general_complex_average,0
2011,OPIC,general_complex_average,1
2012,OPIC,general_complex_average,0
2013,OPIC,general_complex_average,0
2014,OPIC,general_complex_average,0
2015,OPIC,general_complex_average,0
2016,OPIC,general_complex_average,0
2017,OPIC,general_complex_average,0
2018,OPIC,general_complex_average,0
2019,OPIC,general_complex_average,0
2008,OPM,general_complex_average,
2009,OPM,general_complex_average,
2010,OPM,general_complex_average,
2011,OPM,general_complex_average,
2012,OPM,general_complex_average,
2013,OPM,general_complex_average,
2014,OPM,general_complex_average,
2015,OPM,general_complex_average,
2016,OPM,general_complex_average,
2017,OPM,general_complex_average,0
2018,OPM,general_complex_average,0
2019,OPM,general_complex_average,0
2020,OPM,general_complex_average,0
2021,OPM,general_complex_average,0
2022,OPM,general_complex_average,0
2023,OPM,general_complex_average,0
2024,OPM,general_complex_average,0
2024,OPPR,general_complex_average,0
2010,OSC,general_complex_average,0
2011,OSC,general_complex_average,0
2012,OSC,general_complex_average,0
2013,OSC,general_complex_average,0
2014,OSC,general_complex_average,0
2015,OSC,general_complex_average,0
2016,OSC,general_complex_average,0
2017,OSC,general_complex_average,0
2018,OSC,general_complex_average,0
2019,OSC,general_complex_average,0
2020,OSC,general_complex_average,0
2021,OSC,general_complex_average,0
2022,OSC,general_complex_average,0
2023,OSC,general_complex_average,0
2024,OSC,general_complex_average,0
2008,OSHRC,general_complex_average,0
2009,OSHRC,general_complex_average,0
2010,OSHRC,general_complex_average,0
2011,OSHRC,general_complex_average,0
2012,OSHRC,general_complex_average,0
2013,OSHRC,general_complex_average,0
2014,OSHRC,general_complex_average,0
2015,OSHRC,general_complex_average,0
2016,OSHRC,general_complex_average,0
2017,OSHRC,general_complex_average,0
2018,OSHRC,general_complex_average,0
2019,OSHRC,general_complex_average,0
2020,OSHRC,general_complex_average,0
2021,OSHRC,general_complex_average,0
2022,OSHRC,general_complex_average,0
2023,OSHRC,general_complex_average,0
2024,OSHRC,general_complex_average,0
2008,OSTP,general_complex_average,0
2009,OSTP,general_complex_average,0
2010,OSTP,general_complex_average,0
2011,OSTP,general_complex_average,0
2012,OSTP,general_complex_average,0
2013,OSTP,general_complex_average,0
2014,OSTP,general_complex_average,0
2015,OSTP,general_complex_average,0
2016,OSTP,general_complex_average,0
2017,OSTP,general_complex_average,0
2018,OSTP,general_complex_average,0
2019,OSTP,general_complex_average,0
2020,OSTP,general_complex_average,0
2021,OSTP,general_complex_average,0
2022,OSTP,general_complex_average,0
2023,OSTP,general_complex_average,0
2024,OSTP,general_complex_average,0
2010,PBGC,general_complex_average,0
2011,PBGC,general_complex_average,0
2012,PBGC,general_complex_average,0
2013,PBGC,general_complex_average,0
2014,PBGC,general_complex_average,0
2015,PBGC,general_complex_average,0
2016,PBGC,general_complex_average,0
2017,PBGC,general_complex_average,0
2018,PBGC,general_complex_average,0
2019,PBGC,general_complex_average,0
2020,PBGC,general_complex_average,0
2021,PBGC,general_complex_average,0
2022,PBGC,general_complex_average,0
2023,PBGC,general_complex_average,0
2024,PBGC,general_complex_average,0
2008,PC,general_complex_average,0
2009,PC,general_complex_average,0
2010,PC,general_complex_average,0
2011,PC,general_complex_average,0
2012,PC,general_complex_average,0
2013,PC,general_complex_average,0
2014,PC,general_complex_average,0
2015,PC,general_complex_average,0
2016,PC,general_complex_average,0
2017,PC,general_complex_average,0
2018,PC,general_complex_average,0
2019,PC,general_complex_average,0
2020,PC,general_complex_average,0
2021,PC,general_complex_average,0
2022,PC,general_complex_average,0
2023,PC,general_complex_average,0
2024,PC,general_complex_average,0
2014,PCLOB,general_complex_average,0
2015,PCLOB,general_complex_average,0
2016,PCLOB,general_complex_average,0
2017,PCLOB,general_complex_average,0
2018,PCLOB,general_complex_average,0
2019,PCLOB,general_complex_average,0
2020,PCLOB,general_complex_average,0
2021,PCLOB,general_complex_average,0
2022,PCLOB,general_complex_average,0
2023,PCLOB,general_complex_average,0
2024,PCLOB,general_complex_average,0
2008,PRC,general_complex_average,0
2009,PRC,general_complex_average,0
2010,PRC,general_complex_average,0
2011,PRC,general_complex_average,0
2012,PRC,general_complex_average,0
2013,PRC,general_complex_average,0
2014,PRC,general_complex_average,0
2015,PRC,general_complex_average,0
2016,PRC,general_complex_average,0
2017,PRC,general_complex_average,0
2018,PRC,general_complex_average,0
2019,PRC,general_complex_average,0
2020,PRC,general_complex_average,0
2021,PRC,general_complex_average,0
2022,PRC,general_complex_average,0
2023,PRC,general_complex_average,0
2024,PRC,general_complex_average,0
2016,PT,general_complex_average,0
2017,PT,general_complex_average,0
2018,PT,general_complex_average,0
2019,PT,general_complex_average,0
2020,PT,general_complex_average,0
2021,PT,general_complex_average,0
2022,PT,general_complex_average,0
2023,PT,general_complex_average,0
2024,PT,general_complex_average,0
2011,RATB,general_complex_average,0
2012,RATB,general_complex_average,0
2013,RATB,general_complex_average,0
2014,RATB,general_complex_average,0
2008,RRB,general_complex_average,0
2009,RRB,general_complex_average,0
2010,RRB,general_complex_average,0
2011,RRB,general_complex_average,0
2012,RRB,general_complex_average,0
2013,RRB,general_complex_average,0
2014,RRB,general_complex_average,0
2015,RRB,general_complex_average,0
2016,RRB,general_complex_average,0
2017,RRB,general_complex_average,0
2018,RRB,general_complex_average,0
2019,RRB,general_complex_average,0
2008,SBA,general_complex_average,0
2009,SBA,general_complex_average,0
2010,SBA,general_complex_average,0
2011,SBA,general_complex_average,0
2012,SBA,general_complex_average,0
2013,SBA,general_complex_average,0
2014,SBA,general_complex_average,0
2015,SBA,general_complex_average,0
2016,SBA,general_complex_average,0
2017,SBA,general_complex_average,0
2018,SBA,general_complex_average,0
2019,SBA,general_complex_average,1
2020,SBA,general_complex_average,0
2021,SBA,general_complex_average,0
2022,SBA,general_complex_average,0
2023,SBA,general_complex_average,1
2024,SBA,general_complex_average,0
2008,SEC,general_complex_average,0
2009,SEC,general_complex_average,0
2010,SEC,general_complex_average,0
2011,SEC,general_complex_average,0
2012,SEC,general_complex_average,0
2013,SEC,general_complex_average,0
2014,SEC,general_complex_average,0
2015,SEC,general_complex_average,0
2016,SEC,general_complex_average,0
2017,SEC,general_complex_average,0
2018,SEC,general_complex_average,0
2019,SEC,general_complex_average,1
2020,SEC,general_complex_average,0
2021,SEC,general_complex_average,0
2022,SEC,general_complex_average,0
2023,SEC,general_complex_average,0
2024,SEC,general_complex_average,0
2010,SIGAR,general_complex_average,0
2011,SIGAR,general_complex_average,0
2012,SIGAR,general_complex_average,0
2013,SIGAR,general_complex_average,0
2014,SIGAR,general_complex_average,0
2015,SIGAR,general_complex_average,0
2016,SIGAR,general_complex_average,0
2017,SIGAR,general_complex_average,0
2018,SIGAR,general_complex_average,0
2019,SIGAR,general_complex_average,0
2020,SIGAR,general_complex_average,0
2021,SIGAR,general_complex_average,0
2022,SIGAR,general_complex_average,0
2023,SIGAR,general_complex_average,0
2024,SIGAR,general_complex_average,0
2009,SIGIR,general_complex_average,0
2010,SIGIR,general_complex_average,0
2011,SIGIR,general_complex_average,0
2012,SIGIR,general_complex_average,0
2008,SSA,general_complex_average,0
2009,SSA,general_complex_average,0
2010,SSA,general_complex_average,0
2011,SSA,general_complex_average,0
2012,SSA,general_complex_average,0
2013,SSA,general_complex_average,0
2014,SSA,general_complex_average,0
2015,SSA,general_complex_average,0
2016,SSA,general_complex_average,0
2017,SSA,general_complex_average,0
2018,SSA,general_complex_average,0
2019,SSA,general_complex_average,0
2020,SSA,general_complex_average,0
2021,SSA,general_complex_average,0
2022,SSA,general_complex_average,0
2023,SSA,general_complex_average,0
2024,SSA,general_complex_average,0
2016,SSAB,general_complex_average,0
2017,SSAB,general_complex_average,0
2018,SSAB,general_complex_average,0
2019,SSAB,general_complex_average,0
2020,SSAB,general_complex_average,0
2021,SSAB,general_complex_average,0
2022,SSAB,general_complex_average,0
2023,SSAB,general_complex_average,0
2024,SSAB,general_complex_average,0
2008,SSS,general_complex_average,0
2009,SSS,general_complex_average,0
2010,SSS,general_complex_average,0
2011,SSS,general_complex_average,0
2012,SSS,general_complex_average,0
2013,SSS,general_complex_average,0
2014,SSS,general_complex_average,0
2015,SSS,general_complex_average,0
2016,SSS,general_complex_average,0
2017,SSS,general_complex_average,0
2018,SSS,general_complex_average,0
2019,SSS,general_complex_average,0
2020,SSS,general_complex_average,0
2021,SSS,general_complex_average,0
2022,SSS,general_complex_average,0
2023,SSS,general_complex_average,0
2024,SSS,general_complex_average,0
2008,STB,general_complex_average,0
2009,STB,general_complex_average,0
2010,STB,general_complex_average,0
2011,STB,general_complex_average,0
2012,STB,general_complex_average,0
2013,STB,general_complex_average,0
2014,STB,general_complex_average,0
2015,STB,general_complex_average,0
2016,STB,general_complex_average,0
2017,STB,general_complex_average,0
2018,STB,general_complex_average,0
2019,STB,general_complex_average,0
2020,STB,general_complex_average,0
2021,STB,general_complex_average,0
2022,STB,general_complex_average,0
2023,STB,general_complex_average,0
2024,STB,general_complex_average,0
2008,Treasury,general_complex_average,0
2009,Treasury,general_complex_average,0
2010,Treasury,general_complex_average,0
2011,Treasury,general_complex_average,0
2012,Treasury,general_complex_average,0
2013,Treasury,general_complex_average,0
2014,Treasury,general_complex_average,0
2015,Treasury,general_complex_average,0
2016,Treasury,general_complex_average,0
2017,Treasury,general_complex_average,0
2018,Treasury,general_complex_average,0
2019,Treasury,general_complex_average,0
2020,Treasury,general_complex_average,0
2021,Treasury,general_complex_average,0
2022,Treasury,general_complex_average,0
2023,Treasury,general_complex_average,0
2024,Treasury,general_complex_average,0
2008,TVA,general_complex_average,1
2009,TVA,general_complex_average,0
2010,TVA,general_complex_average,0
2011,TVA,general_complex_average,0
2012,TVA,general_complex_average,0
2013,TVA,general_complex_average,0
2014,TVA,general_complex_average,0
2015,TVA,general_complex_average,0
2016,TVA,general_complex_average,0
2017,TVA,general_complex_average,0
2018,TVA,general_complex_average,0
2019,TVA,general_complex_average,0
2020,TVA,general_complex_average,0
2021,TVA,general_complex_average,0
2022,TVA,general_complex_average,0
2023,TVA,general_complex_average,0
2024,TVA,general_complex_average,0
2015,USAB,general_complex_average,0
2016,USAB,general_complex_average,0
2017,USAB,general_complex_average,0
2018,USAB,general_complex_average,0
2019,USAB,general_complex_average,0
2020,USAB,general_complex_average,0
2021,USAB,general_complex_average,0
2022,USAB,general_complex_average,0
2023,USAB,general_complex_average,0
2024,USAB,general_complex_average,0
2010,USADF,general_complex_average,0
2011,USADF,general_complex_average,0
2012,USADF,general_complex_average,0
2013,USADF,general_complex_average,0
2014,USADF,general_complex_average,0
2015,USADF,general_complex_average,0
2016,USADF,general_complex_average,0
2017,USADF,general_complex_average,0
2018,USADF,general_complex_average,0
2019,USADF,general_complex_average,0
2020,USADF,general_complex_average,0
2021,USADF,general_complex_average,0
2022,USADF,general_complex_average,0
2023,USADF,general_complex_average,0
2024,USADF,general_complex_average,0
2010,USAGM,general_complex_average,0
2011,USAGM,general_complex_average,0
2012,USAGM,general_complex_average,0
2013,USAGM,general_complex_average,0
2014,USAGM,general_complex_average,0
2015,USAGM,general_complex_average,0
2016,USAGM,general_complex_average,0
2017,USAGM,general_complex_average,0
2018,USAGM,general_complex_average,1
2019,USAGM,general_complex_average,1
2020,USAGM,general_complex_average,0
2021,USAGM,general_complex_average,0
2022,USAGM,general_complex_average,0
2023,USAGM,general_complex_average,0
2024,USAGM,general_complex_average,0
2008,USAID,general_complex_average,0
2009,USAID,general_complex_average,0
2010,USAID,general_complex_average,0
2011,USAID,general_complex_average,0
2012,USAID,general_complex_average,0
2013,USAID,general_complex_average,0
2014,USAID,general_complex_average,0
2015,USAID,general_complex_average,0
2016,USAID,general_complex_average,0
2017,USAID,general_complex_average,0
2018,USAID,general_complex_average,0
2019,USAID,general_complex_average,0
2020,USAID,general_complex_average,0
2021,USAID,general_complex_average,0
2022,USAID,general_complex_average,0
2023,USAID,general_complex_average,0
2024,USAID,general_complex_average,0
2010,USCCR,general_complex_average,0
2011,USCCR,general_complex_average,0
2012,USCCR,general_complex_average,0
2013,USCCR,general_complex_average,0
2014,USCCR,general_complex_average,0
2015,USCCR,general_complex_average,0
2016,USCCR,general_complex_average,0
2017,USCCR,general_complex_average,0
2018,USCCR,general_complex_average,0
2019,USCCR,general_complex_average,0
2020,USCCR,general_complex_average,0
2021,USCCR,general_complex_average,0
2022,USCCR,general_complex_average,0
2023,USCCR,general_complex_average,0
2024,USCCR,general_complex_average,0
2010,USDA,general_complex_average,3
2011,USDA,general_complex_average,1
2012,USDA,general_complex_average,0
2013,USDA,general_complex_average,2
2014,USDA,general_complex_average,5
2015,USDA,general_complex_average,8
2016,USDA,general_complex_average,10
2017,USDA,general_complex_average,5
2018,USDA,general_complex_average,9
2019,USDA,general_complex_average,8
2020,USDA,general_complex_average,4
2021,USDA,general_complex_average,5
2022,USDA,general_complex_average,1
2023,USDA,general_complex_average,2
2024,USDA,general_complex_average,2
2008,USIBWC,general_complex_average,0
2009,USIBWC,general_complex_average,0
2010,USIBWC,general_complex_average,0
2011,USIBWC,general_complex_average,0
2012,USIBWC,general_complex_average,0
2013,USIBWC,general_complex_average,0
2014,USIBWC,general_complex_average,0
2015,USIBWC,general_complex_average,0
2016,USIBWC,general_complex_average,0
2017,USIBWC,general_complex_average,0
2018,USIBWC,general_complex_average,0
2019,USIBWC,general_complex_average,0
2020,USIBWC,general_complex_average,0
2021,USIBWC,general_complex_average,0
2022,USIBWC,general_complex_average,0
2023,USIBWC,general_complex_average,0
2024,USIBWC,general_complex_average,0
2016,USICH,general_complex_average,0
2017,USICH,general_complex_average,0
2018,USICH,general_complex_average,0
2019,USICH,general_complex_average,0
2020,USICH,general_complex_average,0
2021,USICH,general_complex_average,0
2022,USICH,general_complex_average,0
2023,USICH,general_complex_average,0
2024,USICH,general_complex_average,0
2016,USIP,general_complex_average,0
2017,USIP,general_complex_average,0
2018,USIP,general_complex_average,0
2019,USIP,general_complex_average,0
2020,USIP,general_complex_average,0
2021,USIP,general_complex_average,0
2022,USIP,general_complex_average,0
2023,USIP,general_complex_average,0
2024,USIP,general_complex_average,0
2008,USITC,general_complex_average,0
2009,USITC,general_complex_average,0
2010,USITC,general_complex_average,0
2011,USITC,general_complex_average,0
2012,USITC,general_complex_average,0
2013,USITC,general_complex_average,0
2014,USITC,general_complex_average,0
2015,USITC,general_complex_average,0
2016,USITC,general_complex_average,0
2017,USITC,general_complex_average,0
